BRC Query: Large,Points,Num Of Points
"[18345, 21311, 158192, 161158]","[(60166, 21389), (58014, 21689), (44527, 21949), (28947, 21975), (49317, 22137), (37782, 22212), (41126, 22253), (46040, 22975), (47542, 24648), (40142, 26381), (60551, 27192), (33518, 27430), (53468, 27679), (59032, 35658), (42096, 38413), (50806, 40774), (45785, 56718), (37985, 59118), (59458, 97155), (73225, 23191), (93859, 24177), (73683, 24778), (85915, 25965), (111501, 26612), (91686, 32602), (98740, 33456), (105291, 33531), (145935, 34939), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150), (72803, 67715)]",33
"[177631, 275549, 317478, 219328]",[],0
"[10055, 28135, 149902, 167982]","[(59032, 35658), (42096, 38413), (50806, 40774), (45785, 56718), (37985, 59118), (59458, 97155), (91686, 32602), (98740, 33456), (105291, 33531), (145935, 34939), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150), (72803, 67715)]",15
"[32866, 66786, 172713, 206633]","[(59458, 97155), (72803, 67715)]",2
"[308534, 328705, 448381, 219328]",[],0
"[85551, 88412, 225398, 219328]","[(182621, 142145)]",1
"[207280, 21980, 347127, 161827]","[(306553, 24096), (260858, 24535)]",2
"[227655, 236844, 367502, 219328]",[],0
"[305935, 182664, 445782, 219328]",[],0
"[138118, 80380, 277965, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[198971, 275636, 338818, 219328]",[],0
"[121710, 287745, 261557, 219328]",[],0
"[218035, 46415, 357882, 186262]",[],0
"[76168, 221899, 216015, 219328]",[],0
"[304921, 191928, 444768, 219328]",[],0
"[58740, 234368, 198587, 219328]",[],0
"[236725, 136905, 376572, 219328]","[(249218, 208706), (243245, 219327)]",2
"[255126, 208268, 394973, 219328]",[],0
"[126099, 215125, 265946, 219328]","[(243245, 219327)]",1
"[133974, 260395, 273821, 219328]",[],0
"[216290, 312925, 356137, 219328]",[],0
"[44302, 140430, 184149, 219328]","[(182621, 142145)]",1
"[152755, 284199, 292602, 219328]",[],0
"[203045, 292459, 342892, 219328]",[],0
"[19508, 324804, 159355, 219328]",[],0
"[328773, 256918, 468620, 219328]",[],0
"[132382, 152968, 272229, 219328]","[(249218, 208706), (243245, 219327)]",2
"[29247, 328439, 169094, 219328]",[],0
"[176712, 212995, 316559, 219328]","[(243245, 219327)]",1
"[64037, 288334, 203884, 219328]",[],0
"[33659, 83723, 173506, 219328]","[(59458, 97155)]",1
"[213863, 22165, 353710, 162012]","[(306553, 24096), (260858, 24535)]",2
"[228868, 214218, 368715, 219328]","[(243245, 219327)]",1
"[235110, 63072, 374957, 202919]",[],0
"[249649, 324883, 389496, 219328]",[],0
"[250331, 92726, 390178, 219328]",[],0
"[97040, 186634, 236887, 219328]",[],0
"[256817, 223649, 396664, 219328]",[],0
"[91483, 317554, 231330, 219328]",[],0
"[156862, 272128, 296709, 219328]",[],0
"[67107, 201203, 206954, 219328]",[],0
"[189216, 82929, 329063, 219328]","[(249218, 208706), (243245, 219327)]",2
"[195613, 255936, 335460, 219328]",[],0
"[280074, 36378, 419921, 176225]",[],0
"[110716, 143190, 250563, 219328]","[(249218, 208706), (243245, 219327)]",2
"[100862, 314134, 240709, 219328]",[],0
"[178338, 163328, 318185, 219328]","[(249218, 208706), (243245, 219327)]",2
"[207405, 29855, 347252, 169702]",[],0
"[160742, 297227, 300589, 219328]",[],0
"[234196, 26415, 374043, 166262]",[],0
"[223361, 149186, 363208, 219328]","[(249218, 208706), (243245, 219327)]",2
"[204810, 117260, 344657, 219328]","[(249218, 208706), (243245, 219327)]",2
"[189980, 78456, 329827, 218303]","[(249218, 208706)]",1
"[77404, 65945, 217251, 205792]","[(182621, 142145)]",1
"[329573, 195268, 469420, 219328]",[],0
"[95021, 24488, 234868, 164335]","[(111501, 26612), (98740, 33456), (105291, 33531), (145935, 34939), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150), (181333, 62750), (200563, 62770), (182621, 142145)]",11
"[233863, 310471, 373710, 219328]",[],0
"[216991, 251134, 356838, 219328]",[],0
"[48051, 48919, 187898, 188766]","[(59458, 97155), (181333, 62750), (72803, 67715), (182621, 142145)]",4
"[231163, 293808, 371010, 219328]",[],0
"[298528, 80626, 438375, 219328]",[],0
"[96843, 88316, 236690, 219328]","[(182621, 142145)]",1
"[116887, 94347, 256734, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[127785, 23700, 267632, 163547]","[(260858, 24535), (145935, 34939), (181333, 62750), (200563, 62770), (182621, 142145)]",5
"[283527, 79187, 423374, 219034]",[],0
"[266613, 195274, 406460, 219328]",[],0
"[159132, 183843, 298979, 219328]","[(249218, 208706), (243245, 219327)]",2
"[70233, 222481, 210080, 219328]",[],0
"[145359, 91122, 285206, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[187671, 271079, 327518, 219328]",[],0
"[182070, 287631, 321917, 219328]",[],0
"[83918, 205322, 223765, 219328]",[],0
"[299347, 168151, 439194, 219328]",[],0
"[131081, 206594, 270928, 219328]","[(249218, 208706), (243245, 219327)]",2
"[189796, 212728, 329643, 219328]","[(243245, 219327)]",1
"[255199, 276314, 395046, 219328]",[],0
"[168632, 223128, 308479, 219328]",[],0
"[221134, 59346, 360981, 199193]",[],0
"[88864, 85526, 228711, 219328]","[(182621, 142145)]",1
"[10695, 314034, 150542, 219328]",[],0
"[320315, 279236, 460162, 219328]",[],0
"[64118, 115554, 203965, 219328]","[(182621, 142145)]",1
"[320480, 324331, 460327, 219328]",[],0
"[277313, 66409, 417160, 206256]",[],0
"[147933, 330189, 287780, 219328]",[],0
"[96531, 205173, 236378, 219328]",[],0
"[52879, 27002, 192726, 166849]","[(60551, 27192), (53468, 27679), (59032, 35658), (59458, 97155), (91686, 32602), (98740, 33456), (105291, 33531), (145935, 34939), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150), (181333, 62750), (72803, 67715), (182621, 142145)]",15
"[13614, 68619, 153461, 208466]","[(59458, 97155)]",1
"[197996, 260144, 337843, 219328]",[],0
"[175026, 64813, 314873, 204660]","[(182621, 142145)]",1
"[245424, 201628, 385271, 219328]","[(249218, 208706)]",1
"[314433, 141225, 454280, 219328]",[],0
"[263199, 128029, 403046, 219328]",[],0
"[91503, 302580, 231350, 219328]",[],0
"[297330, 48976, 437177, 188823]",[],0
"[274451, 96198, 414298, 219328]",[],0
"[21633, 95576, 161480, 219328]","[(59458, 97155)]",1
"[279247, 222499, 419094, 219328]",[],0
"[327017, 117212, 466864, 219328]",[],0
"[237852, 220462, 377699, 219328]",[],0
"[146595, 19215, 286442, 159062]","[(148995, 19294), (277400, 19941), (155423, 20233), (165683, 22519), (260858, 24535), (181333, 62750), (200563, 62770), (182621, 142145)]",8
"[316103, 78511, 455950, 218358]",[],0
"[211655, 97945, 351502, 219328]","[(249218, 208706), (243245, 219327)]",2
"[239308, 304309, 379155, 219328]",[],0
"[36246, 204750, 176093, 219328]",[],0
"[53622, 316511, 193469, 219328]",[],0
"[220552, 183506, 360399, 219328]","[(249218, 208706), (243245, 219327)]",2
"[130326, 273823, 270173, 219328]",[],0
"[246943, 28619, 386790, 168466]",[],0
"[259745, 333177, 399592, 219328]",[],0
"[61492, 148988, 201339, 219328]",[],0
"[274193, 265164, 414040, 219328]",[],0
"[296890, 214734, 436737, 219328]",[],0
"[255936, 147214, 395783, 219328]",[],0
"[103022, 128582, 242869, 219328]","[(182621, 142145)]",1
"[291757, 199126, 431604, 219328]",[],0
"[91761, 166689, 231608, 219328]",[],0
"[327334, 83425, 467181, 219328]",[],0
"[247675, 44211, 387522, 184058]",[],0
"[44026, 258785, 183873, 219328]",[],0
"[214290, 304927, 354137, 219328]",[],0
"[223065, 299694, 362912, 219328]",[],0
"[56478, 147329, 196325, 219328]",[],0
"[260976, 128519, 400823, 219328]",[],0
"[66246, 163669, 206093, 219328]",[],0
"[82078, 196579, 221925, 219328]",[],0
"[57478, 80800, 197325, 219328]","[(59458, 97155), (182621, 142145)]",2
"[37848, 79844, 177695, 219328]","[(59458, 97155)]",1
"[315609, 301049, 455456, 219328]",[],0
"[112189, 11815, 252036, 151662]","[(193616, 12009), (122199, 12087), (217026, 12784), (150853, 12820), (129316, 13429), (137355, 13489), (116696, 13511), (132304, 13523), (208038, 13601), (219818, 13637), (158074, 13700), (250983, 13907), (139379, 14023), (115607, 14151), (113212, 14272), (181926, 14472), (221990, 14496), (168299, 14657), (113997, 14770), (171536, 15407), (125111, 15411), (244062, 15465), (125429, 15748), (164496, 15993), (117428, 16207), (114056, 16475), (130706, 16530), (138819, 16651), (229026, 16672), (232460, 17215), (144008, 17433), (128703, 17618), (194547, 17907), (150585, 18421), (141934, 18755), (148995, 19294), (155423, 20233), (165683, 22519), (145935, 34939), (181333, 62750), (200563, 62770), (182621, 142145)]",42
"[25451, 220114, 165298, 219328]",[],0
"[300814, 323593, 440661, 219328]",[],0
"[265199, 64239, 405046, 204086]",[],0
"[256085, 301480, 395932, 219328]",[],0
"[190192, 187971, 330039, 219328]","[(249218, 208706), (243245, 219327)]",2
"[59252, 10814, 199099, 150661]","[(69011, 12465), (65784, 13357), (67034, 13769), (65308, 14734), (63498, 17671), (63107, 18050), (64482, 19940), (60166, 21389), (60551, 27192), (59458, 97155), (82564, 10832), (70242, 10839), (93565, 10870), (147676, 10916), (147078, 10944), (159341, 11095), (191871, 11154), (134002, 11278), (156028, 11367), (100745, 11476), (85483, 11574), (128706, 11613), (143615, 11672), (193616, 12009), (122199, 12087), (105003, 12340), (150853, 12820), (96432, 13026), (94047, 13060), (70802, 13078), (92728, 13196), (129316, 13429), (137355, 13489), (116696, 13511), (132304, 13523), (104767, 13542), (158074, 13700), (139379, 14023), (115607, 14151), (80255, 14211), (69969, 14216), (95698, 14228), (113212, 14272), (88748, 14276), (181926, 14472), (108221, 14539), (168299, 14657), (81522, 14734), (113997, 14770), (84540, 14828), (83357, 14829), (89325, 14834), (78971, 14940), (81807, 15030), (88006, 15197), (171536, 15407), (125111, 15411), (125429, 15748), (80282, 15888), (79695, 15889), (164496, 15993), (76820, 16004), (117428, 16207), (91779, 16340), (114056, 16475), (84227, 16516), (130706, 16530), (109712, 16598), (138819, 16651), (75988, 16684), (82405, 16839), (70320, 17096), (144008, 17433), (101506, 17559), (128703, 17618), (194547, 17907), (78083, 18380), (150585, 18421), (97661, 18559), (141934, 18755), (108072, 19082), (78438, 19163), (98057, 19225), (148995, 19294), (89429, 19819), (155423, 20233), (77898, 21019), (165683, 22519), (73225, 23191), (93859, 24177), (73683, 24778), (85915, 25965), (111501, 26612), (91686, 32602), (98740, 33456), (105291, 33531), (145935, 34939), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150), (181333, 62750), (72803, 67715), (182621, 142145)]",104
"[134831, 126947, 274678, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[269076, 171430, 408923, 219328]",[],0
"[152011, 125880, 291858, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[12820, 267970, 152667, 219328]",[],0
"[194168, 274968, 334015, 219328]",[],0
"[186831, 56176, 326678, 196023]","[(200563, 62770)]",1
"[48750, 167901, 188597, 219328]",[],0
"[308883, 229520, 448730, 219328]",[],0
"[126740, 200792, 266587, 219328]","[(249218, 208706), (243245, 219327)]",2
"[207955, 84388, 347802, 219328]","[(249218, 208706), (243245, 219327)]",2
"[129557, 159060, 269404, 219328]","[(249218, 208706), (243245, 219327)]",2
"[112613, 260362, 252460, 219328]",[],0
"[196424, 156437, 336271, 219328]","[(249218, 208706), (243245, 219327)]",2
"[209621, 329199, 349468, 219328]",[],0
"[75943, 70748, 215790, 210595]","[(182621, 142145)]",1
"[218457, 194270, 358304, 219328]","[(249218, 208706), (243245, 219327)]",2
"[270393, 255040, 410240, 219328]",[],0
"[127994, 204168, 267841, 219328]","[(249218, 208706), (243245, 219327)]",2
"[196205, 234568, 336052, 219328]",[],0
"[153560, 196448, 293407, 219328]","[(249218, 208706), (243245, 219327)]",2
"[218292, 156545, 358139, 219328]","[(249218, 208706), (243245, 219327)]",2
"[63318, 259632, 203165, 219328]",[],0
"[160873, 71360, 300720, 211207]","[(182621, 142145), (249218, 208706)]",2
"[241942, 88996, 381789, 219328]","[(249218, 208706), (243245, 219327)]",2
"[188480, 135797, 328327, 219328]","[(249218, 208706), (243245, 219327)]",2
"[106127, 185376, 245974, 219328]","[(243245, 219327)]",1
"[269896, 128020, 409743, 219328]",[],0
"[65775, 209394, 205622, 219328]",[],0
"[211916, 251815, 351763, 219328]",[],0
"[277356, 250220, 417203, 219328]",[],0
"[304808, 332174, 444655, 219328]",[],0
"[123803, 217459, 263650, 219328]","[(243245, 219327)]",1
"[271426, 171278, 411273, 219328]",[],0
"[263276, 130095, 403123, 219328]",[],0
"[173018, 279655, 312865, 219328]",[],0
"[8977, 56296, 148824, 196143]","[(45785, 56718), (37985, 59118), (59458, 97155), (72803, 67715)]",4
"[255458, 174392, 395305, 219328]",[],0
"[214827, 127328, 354674, 219328]","[(249218, 208706), (243245, 219327)]",2
"[234269, 33612, 374116, 173459]",[],0
"[309783, 29317, 449630, 169164]",[],0
"[221241, 57126, 361088, 196973]",[],0
"[146247, 113132, 286094, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[179460, 101739, 319307, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[67418, 102920, 207265, 219328]","[(182621, 142145)]",1
"[199038, 22934, 338885, 162781]","[(306553, 24096), (260858, 24535), (200563, 62770)]",3
"[130660, 31025, 270507, 170872]","[(145935, 34939), (181333, 62750), (200563, 62770), (182621, 142145)]",4
"[12359, 208747, 152206, 219328]",[],0
"[288389, 10479, 428236, 150326]","[(298492, 10704), (298475, 11417), (315979, 12702), (358657, 15258), (337473, 17444), (306553, 24096)]",6
"[76094, 69192, 215941, 209039]","[(182621, 142145)]",1
"[325125, 325772, 464972, 219328]",[],0
"[112642, 50880, 252489, 190727]","[(181333, 62750), (200563, 62770), (182621, 142145)]",3
"[252482, 111771, 392329, 219328]",[],0
"[8900, 280862, 148747, 219328]",[],0
"[333907, 225803, 473754, 219328]",[],0
"[43128, 289623, 182975, 219328]",[],0
"[100986, 130958, 240833, 219328]","[(182621, 142145)]",1
"[127104, 225919, 266951, 219328]",[],0
"[208357, 256988, 348204, 219328]",[],0
"[8310, 236608, 148157, 219328]",[],0
"[118271, 207999, 258118, 219328]","[(249218, 208706), (243245, 219327)]",2
"[29715, 330953, 169562, 219328]",[],0
"[149317, 23086, 289164, 162933]","[(260858, 24535), (181333, 62750), (200563, 62770), (182621, 142145)]",4
"[313677, 190080, 453524, 219328]",[],0
"[200775, 184972, 340622, 219328]","[(249218, 208706), (243245, 219327)]",2
"[246097, 78570, 385944, 218417]","[(249218, 208706)]",1
"[320541, 279190, 460388, 219328]",[],0
"[56378, 140089, 196225, 219328]","[(182621, 142145)]",1
"[62253, 62374, 202100, 202221]","[(181333, 62750), (200563, 62770), (72803, 67715), (182621, 142145)]",4
"[151180, 20768, 291027, 160615]","[(165683, 22519), (260858, 24535), (181333, 62750), (200563, 62770), (182621, 142145)]",5
"[82512, 333604, 222359, 219328]",[],0
"[79369, 206774, 219216, 219328]",[],0
"[116691, 308626, 256538, 219328]",[],0
"[175646, 113842, 315493, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[228932, 274461, 368779, 219328]",[],0
"[270455, 71210, 410302, 211057]",[],0
"[301507, 63445, 441354, 203292]",[],0
"[256949, 73415, 396796, 213262]",[],0
"[274977, 242835, 414824, 219328]",[],0
"[254427, 101794, 394274, 219328]",[],0
"[246616, 295308, 386463, 219328]",[],0
"[186278, 75688, 326125, 215535]","[(249218, 208706)]",1
"[226334, 141513, 366181, 219328]","[(249218, 208706), (243245, 219327)]",2
"[205895, 49299, 345742, 189146]",[],0
"[304330, 273113, 444177, 219328]",[],0
"[184064, 130570, 323911, 219328]","[(249218, 208706), (243245, 219327)]",2
"[246039, 138386, 385886, 219328]","[(249218, 208706)]",1
"[192167, 260064, 332014, 219328]",[],0
"[223222, 20655, 363069, 160502]","[(306553, 24096), (260858, 24535)]",2
