SRC_leftright Query: Small,Depth,# Hops,BBoxes,Data Size
"[264826, 254988, 311441, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[48997, 308884, 95612, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[282604, 34615, 329219, 81230]",1,1,"[69337, 9783, 474275, 219328]",309
"[81142, 337827, 127757, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[252673, 303354, 299288, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[79095, 303369, 125710, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[143535, 50558, 190150, 97173]",1,1,"[69337, 9783, 474275, 219328]",309
"[166696, 195155, 213311, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[76577, 253440, 123192, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[202429, 30534, 249044, 77149]",1,1,"[69337, 9783, 474275, 219328]",309
"[181045, 62249, 227660, 108864]",1,1,"[69337, 9783, 474275, 219328]",309
"[60901, 335401, 107516, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[363141, 65818, 409756, 112433]",1,1,"[69337, 9783, 474275, 219328]",309
"[168779, 352767, 215394, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[169780, 312266, 216395, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[199635, 102747, 246250, 149362]",1,1,"[69337, 9783, 474275, 219328]",309
"[412093, 11844, 458708, 58459]",1,1,"[69337, 9783, 474275, 219328]",309
"[352652, 403661, 399267, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[257181, 220431, 303796, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[220244, 339922, 266859, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[120287, 55999, 166902, 102614]",1,1,"[69337, 9783, 474275, 219328]",309
"[227144, 148003, 273759, 194618]",1,1,"[69337, 9783, 474275, 219328]",309
"[263081, 234577, 309696, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[359062, 266486, 405677, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[205653, 84361, 252268, 130976]",1,1,"[69337, 9783, 474275, 219328]",309
"[233148, 115956, 279763, 162571]",1,1,"[69337, 9783, 474275, 219328]",309
"[407604, 230457, 454219, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[337406, 412334, 384021, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[108819, 148435, 155434, 195050]",1,1,"[69337, 9783, 474275, 219328]",309
"[45712, 79866, 92327, 126481]",1,1,"[42574, 9783, 114520, 219328]",308
"[251902, 176859, 298517, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[198370, 160880, 244985, 207495]",1,1,"[69337, 9783, 474275, 219328]",309
"[427494, 243980, 474109, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[188257, 137113, 234872, 183728]",1,1,"[69337, 9783, 474275, 219328]",309
"[93192, 249900, 139807, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[74991, 377684, 121606, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[186300, 122985, 232915, 169600]",1,1,"[69337, 9783, 474275, 219328]",309
"[268803, 89040, 315418, 135655]",1,1,"[69337, 9783, 474275, 219328]",309
"[58919, 289494, 105534, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[315485, 325071, 362100, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[241290, 390412, 287905, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[174866, 99444, 221481, 146059]",1,1,"[69337, 9783, 474275, 219328]",309
"[53982, 354638, 100597, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[173850, 93667, 220465, 140282]",1,1,"[69337, 9783, 474275, 219328]",309
"[150886, 194900, 197501, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[355423, 382109, 402038, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[69266, 67073, 115881, 113688]",0,0,"[8117, 9783, 474275, 219328]",617
"[206738, 176969, 253353, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[405981, 179947, 452596, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[170482, 182851, 217097, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[407662, 9783, 454277, 55520]",1,1,"[69337, 9783, 474275, 219328]",309
"[107324, 353284, 153939, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[348688, 166674, 395303, 213289]",1,1,"[69337, 9783, 474275, 219328]",309
"[343355, 105924, 389970, 152539]",1,1,"[69337, 9783, 474275, 219328]",309
"[97117, 300552, 143732, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[91496, 257280, 138111, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[134333, 49724, 180948, 96339]",1,1,"[69337, 9783, 474275, 219328]",309
"[381933, 282674, 428548, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[144225, 377819, 190840, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[63570, 34849, 110185, 81464]",1,1,"[42574, 9783, 114520, 219328]",308
"[206744, 398301, 253359, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[54909, 213150, 101524, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[251314, 262206, 297929, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[355814, 81943, 402429, 128558]",1,1,"[69337, 9783, 474275, 219328]",309
"[378728, 81861, 425343, 128476]",1,1,"[69337, 9783, 474275, 219328]",309
"[38371, 67383, 84986, 113998]",0,0,"[8117, 9783, 474275, 219328]",617
"[87386, 339552, 134001, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[70893, 219960, 117508, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[326628, 57354, 373243, 103969]",1,1,"[69337, 9783, 474275, 219328]",309
"[155605, 51023, 202220, 97638]",1,1,"[69337, 9783, 474275, 219328]",309
"[310480, 312524, 357095, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[60372, 121837, 106987, 168452]",1,1,"[42574, 9783, 114520, 219328]",308
"[400091, 166520, 446706, 213135]",1,1,"[69337, 9783, 474275, 219328]",309
"[219384, 98346, 265999, 144961]",1,1,"[69337, 9783, 474275, 219328]",309
"[286546, 245413, 333161, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[376515, 148012, 423130, 194627]",1,1,"[69337, 9783, 474275, 219328]",309
"[408707, 185177, 455322, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[336673, 99648, 383288, 146263]",1,1,"[69337, 9783, 474275, 219328]",309
"[347224, 219762, 393839, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[144900, 101022, 191515, 147637]",1,1,"[69337, 9783, 474275, 219328]",309
"[92968, 387903, 139583, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[53034, 118962, 99649, 165577]",1,1,"[42574, 9783, 114520, 219328]",308
"[342241, 280810, 388856, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[409887, 195592, 456502, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[362397, 393789, 409012, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[247109, 353441, 293724, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[55719, 182187, 102334, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[278833, 230590, 325448, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[425996, 421630, 472611, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[166601, 248586, 213216, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[37614, 81531, 84229, 128146]",0,0,"[8117, 9783, 474275, 219328]",617
"[191168, 100054, 237783, 146669]",1,1,"[69337, 9783, 474275, 219328]",309
"[269998, 126700, 316613, 173315]",1,1,"[69337, 9783, 474275, 219328]",309
"[129309, 42290, 175924, 88905]",1,1,"[69337, 9783, 474275, 219328]",309
"[73994, 409014, 120609, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[238790, 235766, 285405, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[60300, 197237, 106915, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[402180, 125919, 448795, 172534]",1,1,"[69337, 9783, 474275, 219328]",309
"[71597, 177126, 118212, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[78361, 112624, 124976, 159239]",1,1,"[69337, 9783, 474275, 219328]",309
"[132301, 331569, 178916, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[295028, 172984, 341643, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[354314, 268468, 400929, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[188194, 317309, 234809, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[342345, 260401, 388960, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[272517, 355702, 319132, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[149645, 413751, 196260, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[163301, 17672, 209916, 64287]",1,1,"[69337, 9783, 474275, 219328]",309
"[334737, 366927, 381352, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[334087, 102591, 380702, 149206]",1,1,"[69337, 9783, 474275, 219328]",309
"[150507, 110725, 197122, 157340]",1,1,"[69337, 9783, 474275, 219328]",309
"[270513, 295654, 317128, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[379905, 65866, 426520, 112481]",1,1,"[69337, 9783, 474275, 219328]",309
"[171580, 238653, 218195, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[99340, 65621, 145955, 112236]",1,1,"[69337, 9783, 474275, 219328]",309
"[33569, 246835, 80184, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[286076, 285179, 332691, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[302489, 329329, 349104, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[303187, 294674, 349802, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[394683, 353598, 441298, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[205137, 228229, 251752, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[174578, 326994, 221193, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[425472, 185268, 472087, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[126993, 181588, 173608, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[267316, 84050, 313931, 130665]",1,1,"[69337, 9783, 474275, 219328]",309
"[280554, 386615, 327169, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[394875, 21775, 441490, 68390]",1,1,"[69337, 9783, 474275, 219328]",309
"[395258, 260738, 441873, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[81415, 9783, 128030, 55465]",1,1,"[69337, 9783, 474275, 219328]",309
"[52182, 302762, 98797, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[17935, 80635, 64550, 127250]",1,1,"[8117, 9783, 69337, 219328]",308
"[409203, 65468, 455818, 112083]",1,1,"[69337, 9783, 474275, 219328]",309
"[36932, 176484, 83547, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[171606, 358074, 218221, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[109720, 409682, 156335, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[40995, 362129, 87610, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[33239, 405727, 79854, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[128574, 391876, 175189, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[101093, 419577, 147708, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[196779, 208821, 243394, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[348603, 286075, 395218, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[332967, 363858, 379582, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[201138, 227649, 247753, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[118113, 213709, 164728, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[385458, 28897, 432073, 75512]",1,1,"[69337, 9783, 474275, 219328]",309
"[320769, 394436, 367384, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[125016, 306417, 171631, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[11971, 241909, 58586, 219328]",1,1,"[8117, 9783, 69337, 219328]",308
"[394992, 13764, 441607, 60379]",1,1,"[69337, 9783, 474275, 219328]",309
"[225646, 88577, 272261, 135192]",1,1,"[69337, 9783, 474275, 219328]",309
"[414673, 113586, 461288, 160201]",1,1,"[69337, 9783, 474275, 219328]",309
"[41362, 311631, 87977, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[341630, 75915, 388245, 122530]",1,1,"[69337, 9783, 474275, 219328]",309
"[421131, 174006, 467746, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[401540, 155215, 448155, 201830]",1,1,"[69337, 9783, 474275, 219328]",309
"[162707, 415502, 209322, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[245307, 187555, 291922, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[282664, 224831, 329279, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[265627, 180970, 312242, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[147696, 278852, 194311, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[167690, 240726, 214305, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[423017, 288199, 469632, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[182223, 218533, 228838, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[359729, 183932, 406344, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[219715, 404332, 266330, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[155084, 373403, 201699, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[15599, 120344, 62214, 166959]",1,1,"[8117, 9783, 69337, 219328]",308
"[382367, 252920, 428982, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[402762, 164761, 449377, 211376]",1,1,"[69337, 9783, 474275, 219328]",309
"[219492, 232811, 266107, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[395742, 395962, 442357, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[365909, 76174, 412524, 122789]",1,1,"[69337, 9783, 474275, 219328]",309
"[101906, 258371, 148521, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[107921, 97671, 154536, 144286]",1,1,"[69337, 9783, 474275, 219328]",309
"[335552, 109285, 382167, 155900]",1,1,"[69337, 9783, 474275, 219328]",309
"[48974, 150031, 95589, 196646]",1,1,"[42574, 9783, 114520, 219328]",308
"[271628, 273534, 318243, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[94003, 316005, 140618, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[105087, 354862, 151702, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[262373, 71764, 308988, 118379]",1,1,"[69337, 9783, 474275, 219328]",309
"[260437, 138201, 307052, 184816]",1,1,"[69337, 9783, 474275, 219328]",309
"[235669, 104424, 282284, 151039]",1,1,"[69337, 9783, 474275, 219328]",309
"[69053, 36637, 115668, 83252]",0,0,"[8117, 9783, 474275, 219328]",617
"[278588, 28162, 325203, 74777]",1,1,"[69337, 9783, 474275, 219328]",309
"[376695, 394644, 423310, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[55235, 422055, 101850, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[399451, 387013, 446066, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[57645, 318118, 104260, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[80123, 85262, 126738, 131877]",1,1,"[69337, 9783, 474275, 219328]",309
"[303261, 118145, 349876, 164760]",1,1,"[69337, 9783, 474275, 219328]",309
"[346853, 196389, 393468, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[200115, 60478, 246730, 107093]",1,1,"[69337, 9783, 474275, 219328]",309
"[58344, 205598, 104959, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[264122, 73974, 310737, 120589]",1,1,"[69337, 9783, 474275, 219328]",309
"[184096, 308775, 230711, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[281938, 114634, 328553, 161249]",1,1,"[69337, 9783, 474275, 219328]",309
"[326482, 125441, 373097, 172056]",1,1,"[69337, 9783, 474275, 219328]",309
"[408405, 321217, 455020, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[307009, 240895, 353624, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[324287, 158576, 370902, 205191]",1,1,"[69337, 9783, 474275, 219328]",309
"[58159, 81696, 104774, 128311]",1,1,"[42574, 9783, 114520, 219328]",308
"[227462, 58211, 274077, 104826]",1,1,"[69337, 9783, 474275, 219328]",309
"[400840, 106939, 447455, 153554]",1,1,"[69337, 9783, 474275, 219328]",309
"[384174, 76406, 430789, 123021]",1,1,"[69337, 9783, 474275, 219328]",309
"[101404, 368747, 148019, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[147425, 152624, 194040, 199239]",1,1,"[69337, 9783, 474275, 219328]",309
"[423599, 362732, 470214, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[178333, 96797, 224948, 143412]",1,1,"[69337, 9783, 474275, 219328]",309
"[241736, 380619, 288351, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[184294, 294503, 230909, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[60567, 403737, 107182, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[55482, 215896, 102097, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[14155, 40783, 60770, 87398]",1,1,"[8117, 9783, 69337, 219328]",308
"[107003, 188189, 153618, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[236288, 138260, 282903, 184875]",1,1,"[69337, 9783, 474275, 219328]",309
"[181601, 232244, 228216, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[317022, 73080, 363637, 119695]",1,1,"[69337, 9783, 474275, 219328]",309
"[180193, 42464, 226808, 89079]",1,1,"[69337, 9783, 474275, 219328]",309
"[260674, 326897, 307289, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[266690, 163797, 313305, 210412]",1,1,"[69337, 9783, 474275, 219328]",309
"[136573, 209242, 183188, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[382745, 39087, 429360, 85702]",1,1,"[69337, 9783, 474275, 219328]",309
"[188927, 181954, 235542, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[96731, 55194, 143346, 101809]",1,1,"[69337, 9783, 474275, 219328]",309
"[301898, 152864, 348513, 199479]",1,1,"[69337, 9783, 474275, 219328]",309
"[248345, 11375, 294960, 57990]",1,1,"[69337, 9783, 474275, 219328]",309
"[423273, 333366, 469888, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[336071, 91842, 382686, 138457]",1,1,"[69337, 9783, 474275, 219328]",309
"[82166, 393265, 128781, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[300569, 305576, 347184, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[185193, 364694, 231808, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[398184, 246233, 444799, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[371597, 43562, 418212, 90177]",1,1,"[69337, 9783, 474275, 219328]",309
"[422968, 212359, 469583, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[150610, 253598, 197225, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[156612, 23395, 203227, 70010]",1,1,"[69337, 9783, 474275, 219328]",309
"[220179, 20581, 266794, 67196]",1,1,"[69337, 9783, 474275, 219328]",309
"[246999, 66466, 293614, 113081]",1,1,"[69337, 9783, 474275, 219328]",309
"[77231, 165707, 123846, 212322]",1,1,"[69337, 9783, 474275, 219328]",309
"[180900, 164263, 227515, 210878]",1,1,"[69337, 9783, 474275, 219328]",309
"[326261, 89669, 372876, 136284]",1,1,"[69337, 9783, 474275, 219328]",309
"[264597, 241260, 311212, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[11743, 327414, 58358, 219328]",1,1,"[8117, 9783, 69337, 219328]",308
"[178322, 89498, 224937, 136113]",1,1,"[69337, 9783, 474275, 219328]",309
"[225226, 22095, 271841, 68710]",1,1,"[69337, 9783, 474275, 219328]",309
"[164728, 101650, 211343, 148265]",1,1,"[69337, 9783, 474275, 219328]",309
"[310957, 90258, 357572, 136873]",1,1,"[69337, 9783, 474275, 219328]",309
"[49145, 228936, 95760, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[404941, 276513, 451556, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[245525, 288191, 292140, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[344507, 416345, 391122, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[80816, 228400, 127431, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[186154, 77441, 232769, 124056]",1,1,"[69337, 9783, 474275, 219328]",309
"[370859, 302560, 417474, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[196639, 317907, 243254, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[96470, 51334, 143085, 97949]",1,1,"[69337, 9783, 474275, 219328]",309
"[56833, 135153, 103448, 181768]",1,1,"[42574, 9783, 114520, 219328]",308
"[67025, 114140, 113640, 160755]",1,1,"[42574, 9783, 114520, 219328]",308
"[258919, 384350, 305534, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[351160, 108508, 397775, 155123]",1,1,"[69337, 9783, 474275, 219328]",309
"[22644, 424098, 69259, 219328]",1,1,"[8117, 9783, 69337, 219328]",308
"[205364, 181033, 251979, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[146691, 194263, 193306, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[317400, 140593, 364015, 187208]",1,1,"[69337, 9783, 474275, 219328]",309
"[240337, 280322, 286952, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[401089, 28237, 447704, 74852]",1,1,"[69337, 9783, 474275, 219328]",309
"[171448, 241831, 218063, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[235390, 124944, 282005, 171559]",1,1,"[69337, 9783, 474275, 219328]",309
"[404980, 394441, 451595, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[398695, 256502, 445310, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[15902, 281658, 62517, 219328]",1,1,"[8117, 9783, 69337, 219328]",308
"[320633, 390695, 367248, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[215480, 382218, 262095, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[427569, 184774, 474184, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[120509, 303144, 167124, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[191035, 162066, 237650, 208681]",1,1,"[69337, 9783, 474275, 219328]",309
"[93439, 100948, 140054, 147563]",1,1,"[69337, 9783, 474275, 219328]",309
"[388927, 383778, 435542, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[155487, 112819, 202102, 159434]",1,1,"[69337, 9783, 474275, 219328]",309
"[70390, 192927, 117005, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[394004, 206288, 440619, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[89040, 166347, 135655, 212962]",1,1,"[69337, 9783, 474275, 219328]",309
"[142159, 380745, 188774, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[334680, 96037, 381295, 142652]",1,1,"[69337, 9783, 474275, 219328]",309
"[220836, 22636, 267451, 69251]",1,1,"[69337, 9783, 474275, 219328]",309
"[357845, 48831, 404460, 95446]",1,1,"[69337, 9783, 474275, 219328]",309
"[105535, 212762, 152150, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[223975, 49181, 270590, 95796]",1,1,"[69337, 9783, 474275, 219328]",309
"[48419, 362849, 95034, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[306670, 139171, 353285, 185786]",1,1,"[69337, 9783, 474275, 219328]",309
"[288974, 43452, 335589, 90067]",1,1,"[69337, 9783, 474275, 219328]",309
"[121327, 177993, 167942, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[397345, 245462, 443960, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[300613, 383649, 347228, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[326772, 424476, 373387, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[59566, 413253, 106181, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[97007, 91791, 143622, 138406]",1,1,"[69337, 9783, 474275, 219328]",309
"[409684, 325623, 456299, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[316576, 327050, 363191, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[33466, 237703, 80081, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[415046, 144521, 461661, 191136]",1,1,"[69337, 9783, 474275, 219328]",309
"[120211, 289461, 166826, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[40034, 266905, 86649, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[46529, 16939, 93144, 63554]",1,1,"[42574, 9783, 114520, 219328]",308
"[348276, 33689, 394891, 80304]",1,1,"[69337, 9783, 474275, 219328]",309
"[319662, 106738, 366277, 153353]",1,1,"[69337, 9783, 474275, 219328]",309
"[97947, 266366, 144562, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[403782, 353383, 450397, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[112595, 281262, 159210, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[160633, 309521, 207248, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[396422, 305864, 443037, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[54067, 86940, 100682, 133555]",1,1,"[42574, 9783, 114520, 219328]",308
"[203519, 294046, 250134, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[422646, 9783, 469261, 55162]",1,1,"[69337, 9783, 474275, 219328]",309
"[333301, 183442, 379916, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[351824, 170542, 398439, 217157]",1,1,"[69337, 9783, 474275, 219328]",309
"[294667, 423347, 341282, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[126702, 312608, 173317, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[167391, 14502, 214006, 61117]",1,1,"[69337, 9783, 474275, 219328]",309
"[309019, 224442, 355634, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[193736, 45281, 240351, 91896]",1,1,"[69337, 9783, 474275, 219328]",309
"[180461, 154895, 227076, 201510]",1,1,"[69337, 9783, 474275, 219328]",309
"[409999, 189506, 456614, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[60780, 165609, 107395, 212224]",1,1,"[42574, 9783, 114520, 219328]",308
"[303860, 86283, 350475, 132898]",1,1,"[69337, 9783, 474275, 219328]",309
"[192723, 28225, 239338, 74840]",1,1,"[69337, 9783, 474275, 219328]",309
"[387316, 15718, 433931, 62333]",1,1,"[69337, 9783, 474275, 219328]",309
"[344663, 321105, 391278, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[218082, 12560, 264697, 59175]",1,1,"[69337, 9783, 474275, 219328]",309
"[234594, 130516, 281209, 177131]",1,1,"[69337, 9783, 474275, 219328]",309
"[233902, 307104, 280517, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[251923, 162205, 298538, 208820]",1,1,"[69337, 9783, 474275, 219328]",309
