Split Node: 0 = 7, Level: 0, BBOX: [(0, 15), (0, 15)]
Split Node: 1 = 12, Level: 5, BBOX: [[0, 1], [11, 15]]
[(0, 11)]
Split Node: 0 = 0, Level: 6, BBOX: [[0, 1], [13, 15]]
Split Node: 1 = 13, Level: 5, BBOX: [[1, 3], [11, 15]]
Split Node: 0 = 1, Level: 6, BBOX: [[1, 3], [11, 13]]
Split Node: 0 = 1, Level: 6, BBOX: [[1, 3], [13, 15]]
Split Node: 1 = 11, Level: 3, BBOX: [[3, 7], [8, 15]]
Split Node: 0 = 4, Level: 4, BBOX: [[3, 7], [8, 11]]
Split Node: 1 = 8, Level: 5, BBOX: [[3, 4], [8, 11]]
[(3, 7)]
Split Node: 0 = 3, Level: 6, BBOX: [[3, 4], [9, 11]]
Split Node: 1 = 8, Level: 5, BBOX: [[5, 7], [8, 11]]
Split Node: 0 = 4, Level: 6, BBOX: [[5, 7], [8, 8]]
Split Node: 0 = 5, Level: 6, BBOX: [[5, 7], [9, 11]]
Split Node: 1 = 8, Level: 7, BBOX: [[5, 5], [9, 11]]
Split Node: 1 = 9, Level: 7, BBOX: [[5, 7], [9, 11]]
Split Node: 0 = 5, Level: 8, BBOX: [[5, 7], [9, 9]]
Split Node: 0 = 5, Level: 8, BBOX: [[5, 7], [9, 11]]
Split Node: 0 = 4, Level: 4, BBOX: [[3, 7], [11, 15]]
Split Node: 1 = 12, Level: 5, BBOX: [[3, 4], [11, 15]]
[(3, 11)]
Split Node: 0 = 3, Level: 6, BBOX: [[3, 4], [13, 15]]
Split Node: 1 = 13, Level: 5, BBOX: [[5, 7], [11, 15]]
Split Node: 0 = 5, Level: 6, BBOX: [[5, 7], [11, 13]]
Split Node: 1 = 11, Level: 7, BBOX: [[5, 5], [11, 13]]
Split Node: 1 = 11, Level: 7, BBOX: [[5, 7], [11, 13]]
Split Node: 0 = 5, Level: 6, BBOX: [[5, 7], [13, 15]]
Split Node: 1 = 13, Level: 7, BBOX: [[5, 5], [13, 15]]
Split Node: 1 = 14, Level: 7, BBOX: [[5, 7], [13, 15]]
Split Node: 0 = 5, Level: 8, BBOX: [[5, 7], [13, 14]]
Split Node: 0 = 5, Level: 8, BBOX: [[5, 7], [14, 15]]
Split Node: 1 = 7, Level: 1, BBOX: [[8, 15], (0, 15)]
Split Node: 0 = 11, Level: 2, BBOX: [[8, 15], [0, 7]]
Split Node: 1 = 3, Level: 3, BBOX: [[8, 11], [0, 7]]
Split Node: 0 = 8, Level: 4, BBOX: [[8, 11], [0, 3]]
Split Node: 1 = 0, Level: 5, BBOX: [[8, 8], [0, 3]]
Split Node: 1 = 1, Level: 5, BBOX: [[9, 11], [0, 3]]
Split Node: 0 = 8, Level: 6, BBOX: [[9, 11], [0, 1]]
Split Node: 0 = 9, Level: 6, BBOX: [[9, 11], [1, 3]]
Split Node: 1 = 1, Level: 7, BBOX: [[9, 9], [1, 3]]
Split Node: 1 = 1, Level: 7, BBOX: [[9, 11], [1, 3]]
Split Node: 0 = 8, Level: 4, BBOX: [[8, 11], [3, 7]]
Split Node: 1 = 4, Level: 5, BBOX: [[8, 8], [3, 7]]
[(7, 3)]
Split Node: 0 = 7, Level: 6, BBOX: [[8, 8], [5, 7]]
Split Node: 1 = 4, Level: 5, BBOX: [[9, 11], [3, 7]]
Split Node: 0 = 8, Level: 6, BBOX: [[9, 11], [3, 4]]
Split Node: 0 = 9, Level: 6, BBOX: [[9, 11], [5, 7]]
Split Node: 1 = 4, Level: 7, BBOX: [[9, 9], [5, 7]]
Split Node: 1 = 5, Level: 7, BBOX: [[9, 11], [5, 7]]
Split Node: 0 = 9, Level: 8, BBOX: [[9, 11], [5, 5]]
Split Node: 0 = 9, Level: 8, BBOX: [[9, 11], [5, 7]]
Split Node: 1 = 3, Level: 3, BBOX: [[11, 15], [0, 7]]
Split Node: 0 = 13, Level: 4, BBOX: [[11, 15], [0, 3]]
Split Node: 1 = 1, Level: 5, BBOX: [[11, 13], [0, 3]]
Split Node: 0 = 11, Level: 6, BBOX: [[11, 13], [0, 1]]
Split Node: 0 = 11, Level: 6, BBOX: [[11, 13], [1, 3]]
Split Node: 1 = 1, Level: 5, BBOX: [[13, 15], [0, 3]]
Split Node: 0 = 13, Level: 6, BBOX: [[13, 15], [0, 1]]
Split Node: 0 = 14, Level: 6, BBOX: [[13, 15], [1, 3]]
Split Node: 1 = 1, Level: 7, BBOX: [[13, 14], [1, 3]]
Split Node: 1 = 1, Level: 7, BBOX: [[14, 15], [1, 3]]
Split Node: 0 = 13, Level: 4, BBOX: [[11, 15], [3, 7]]
Split Node: 1 = 4, Level: 5, BBOX: [[11, 13], [3, 7]]
Split Node: 0 = 11, Level: 6, BBOX: [[11, 13], [3, 4]]
Split Node: 0 = 11, Level: 6, BBOX: [[11, 13], [5, 7]]
Split Node: 1 = 4, Level: 5, BBOX: [[13, 15], [3, 7]]
Split Node: 0 = 13, Level: 6, BBOX: [[13, 15], [3, 4]]
Split Node: 0 = 14, Level: 6, BBOX: [[13, 15], [5, 7]]
Split Node: 1 = 4, Level: 7, BBOX: [[13, 14], [5, 7]]
Split Node: 1 = 5, Level: 7, BBOX: [[14, 15], [5, 7]]
Split Node: 0 = 14, Level: 8, BBOX: [[14, 15], [5, 5]]
Split Node: 0 = 14, Level: 8, BBOX: [[14, 15], [5, 7]]
Split Node: 0 = 11, Level: 2, BBOX: [[8, 15], [8, 15]]
Split Node: 1 = 11, Level: 3, BBOX: [[8, 11], [8, 15]]
Split Node: 0 = 8, Level: 4, BBOX: [[8, 11], [8, 11]]
Split Node: 1 = 8, Level: 5, BBOX: [[8, 8], [8, 11]]
[(7, 7)]
Split Node: 0 = 7, Level: 6, BBOX: [[8, 8], [9, 11]]
Split Node: 1 = 8, Level: 5, BBOX: [[9, 11], [8, 11]]
Split Node: 0 = 8, Level: 6, BBOX: [[9, 11], [8, 8]]
Split Node: 0 = 9, Level: 6, BBOX: [[9, 11], [9, 11]]
Split Node: 1 = 8, Level: 7, BBOX: [[9, 9], [9, 11]]
Split Node: 1 = 9, Level: 7, BBOX: [[9, 11], [9, 11]]
Split Node: 0 = 9, Level: 8, BBOX: [[9, 11], [9, 9]]
Split Node: 0 = 9, Level: 8, BBOX: [[9, 11], [9, 11]]
Split Node: 0 = 8, Level: 4, BBOX: [[8, 11], [11, 15]]
Split Node: 1 = 12, Level: 5, BBOX: [[8, 8], [11, 15]]
[(7, 11)]
Split Node: 0 = 7, Level: 6, BBOX: [[8, 8], [13, 15]]
Split Node: 1 = 13, Level: 5, BBOX: [[9, 11], [11, 15]]
Split Node: 0 = 9, Level: 6, BBOX: [[9, 11], [11, 13]]
Split Node: 1 = 11, Level: 7, BBOX: [[9, 9], [11, 13]]
Split Node: 1 = 11, Level: 7, BBOX: [[9, 11], [11, 13]]
Split Node: 0 = 9, Level: 6, BBOX: [[9, 11], [13, 15]]
Split Node: 1 = 13, Level: 7, BBOX: [[9, 9], [13, 15]]
Split Node: 1 = 14, Level: 7, BBOX: [[9, 11], [13, 15]]
Split Node: 0 = 9, Level: 8, BBOX: [[9, 11], [13, 14]]
Split Node: 0 = 9, Level: 8, BBOX: [[9, 11], [14, 15]]
Split Node: 1 = 11, Level: 3, BBOX: [[11, 15], [8, 15]]
Split Node: 0 = 13, Level: 4, BBOX: [[11, 15], [8, 11]]
Split Node: 1 = 8, Level: 5, BBOX: [[11, 13], [8, 11]]
Split Node: 0 = 11, Level: 6, BBOX: [[11, 13], [8, 8]]
Split Node: 0 = 11, Level: 6, BBOX: [[11, 13], [9, 11]]
Split Node: 1 = 8, Level: 5, BBOX: [[13, 15], [8, 11]]
Split Node: 0 = 13, Level: 6, BBOX: [[13, 15], [8, 8]]
Split Node: 0 = 14, Level: 6, BBOX: [[13, 15], [9, 11]]
Split Node: 1 = 8, Level: 7, BBOX: [[13, 14], [9, 11]]
Split Node: 1 = 9, Level: 7, BBOX: [[14, 15], [9, 11]]
Split Node: 0 = 14, Level: 8, BBOX: [[14, 15], [9, 9]]
Split Node: 0 = 14, Level: 8, BBOX: [[14, 15], [9, 11]]
Split Node: 0 = 13, Level: 4, BBOX: [[11, 15], [11, 15]]
Split Node: 1 = 13, Level: 5, BBOX: [[11, 13], [11, 15]]
Split Node: 0 = 11, Level: 6, BBOX: [[11, 13], [11, 13]]
Split Node: 0 = 11, Level: 6, BBOX: [[11, 13], [13, 15]]
Split Node: 1 = 13, Level: 5, BBOX: [[13, 15], [11, 15]]
Split Node: 0 = 14, Level: 6, BBOX: [[13, 15], [11, 13]]
Split Node: 1 = 11, Level: 7, BBOX: [[13, 14], [11, 13]]
Split Node: 1 = 11, Level: 7, BBOX: [[14, 15], [11, 13]]
Split Node: 0 = 14, Level: 6, BBOX: [[13, 15], [13, 15]]
Split Node: 1 = 13, Level: 7, BBOX: [[13, 14], [13, 15]]
Split Node: 1 = 14, Level: 7, BBOX: [[14, 15], [13, 15]]
Split Node: 0 = 14, Level: 8, BBOX: [[14, 15], [13, 14]]
Split Node: 0 = 14, Level: 8, BBOX: [[14, 15], [14, 15]]
Split Node: 0 = 7, Level: 0, BBOX: [(0, 15), (0, 15)]
Split Node: 1 = 7, Level: 1, BBOX: [[0, 7], (0, 15)]
Split Node: 0 = 3, Level: 2, BBOX: [[0, 7], [0, 7]]
Split Node: 1 = 3, Level: 3, BBOX: [[0, 3], [0, 7]]
Split Node: 0 = 1, Level: 4, BBOX: [[0, 3], [0, 3]]
Split Node: 1 = 1, Level: 5, BBOX: [[0, 1], [0, 3]]
Split Node: 0 = 0, Level: 6, BBOX: [[0, 1], [0, 1]]
Split Node: 1 = 0, Level: 7, BBOX: [[0, 0], [0, 1]]
[(0, 0)]
[(0, 1)]
Split Node: 1 = 0, Level: 7, BBOX: [[1, 1], [0, 1]]
[(1, 0)]
[(1, 1)]
Split Node: 0 = 0, Level: 6, BBOX: [[0, 1], [2, 3]]
Split Node: 1 = 2, Level: 7, BBOX: [[0, 0], [2, 3]]
[(0, 2)]
[(0, 3)]
Split Node: 1 = 2, Level: 7, BBOX: [[1, 1], [2, 3]]
[(1, 2)]
[(1, 3)]
Split Node: 1 = 1, Level: 5, BBOX: [[2, 3], [0, 3]]
Split Node: 0 = 2, Level: 6, BBOX: [[2, 3], [0, 1]]
Split Node: 1 = 0, Level: 7, BBOX: [[2, 2], [0, 1]]
[(2, 0)]
[(2, 1)]
Split Node: 1 = 0, Level: 7, BBOX: [[3, 3], [0, 1]]
[(3, 0)]
[(3, 1)]
Split Node: 0 = 2, Level: 6, BBOX: [[2, 3], [2, 3]]
Split Node: 1 = 2, Level: 7, BBOX: [[2, 2], [2, 3]]
[(2, 2)]
[(2, 3)]
Split Node: 1 = 2, Level: 7, BBOX: [[3, 3], [2, 3]]
[(3, 2)]
[(3, 3)]
Split Node: 0 = 1, Level: 4, BBOX: [[0, 3], [4, 7]]
Split Node: 1 = 5, Level: 5, BBOX: [[0, 1], [4, 7]]
Split Node: 0 = 0, Level: 6, BBOX: [[0, 1], [4, 5]]
Split Node: 1 = 4, Level: 7, BBOX: [[0, 0], [4, 5]]
[(0, 4)]
[(0, 5)]
Split Node: 1 = 4, Level: 7, BBOX: [[1, 1], [4, 5]]
[(1, 4)]
[(1, 5)]
Split Node: 0 = 0, Level: 6, BBOX: [[0, 1], [6, 7]]
Split Node: 1 = 6, Level: 7, BBOX: [[0, 0], [6, 7]]
[(0, 6)]
[(0, 7)]
Split Node: 1 = 6, Level: 7, BBOX: [[1, 1], [6, 7]]
[(1, 6)]
[(1, 7)]
Split Node: 1 = 5, Level: 5, BBOX: [[2, 3], [4, 7]]
Split Node: 0 = 2, Level: 6, BBOX: [[2, 3], [4, 5]]
Split Node: 1 = 4, Level: 7, BBOX: [[2, 2], [4, 5]]
[(2, 4)]
[(2, 5)]
Split Node: 1 = 4, Level: 7, BBOX: [[3, 3], [4, 5]]
[(3, 4)]
[(3, 5)]
Split Node: 0 = 2, Level: 6, BBOX: [[2, 3], [6, 7]]
Split Node: 1 = 6, Level: 7, BBOX: [[2, 2], [6, 7]]
[(2, 6)]
[(2, 7)]
Split Node: 1 = 6, Level: 7, BBOX: [[3, 3], [6, 7]]
[(3, 6)]
[(3, 7)]
Split Node: 1 = 3, Level: 3, BBOX: [[4, 7], [0, 7]]
Split Node: 0 = 5, Level: 4, BBOX: [[4, 7], [0, 3]]
Split Node: 1 = 1, Level: 5, BBOX: [[4, 5], [0, 3]]
Split Node: 0 = 4, Level: 6, BBOX: [[4, 5], [0, 1]]
Split Node: 1 = 0, Level: 7, BBOX: [[4, 4], [0, 1]]
[(4, 0)]
[(4, 1)]
Split Node: 1 = 0, Level: 7, BBOX: [[5, 5], [0, 1]]
[(5, 0)]
[(5, 1)]
Split Node: 0 = 4, Level: 6, BBOX: [[4, 5], [2, 3]]
Split Node: 1 = 2, Level: 7, BBOX: [[4, 4], [2, 3]]
[(4, 2)]
[(4, 3)]
Split Node: 1 = 2, Level: 7, BBOX: [[5, 5], [2, 3]]
[(5, 2)]
[(5, 3)]
Split Node: 1 = 1, Level: 5, BBOX: [[6, 7], [0, 3]]
Split Node: 0 = 6, Level: 6, BBOX: [[6, 7], [0, 1]]
Split Node: 1 = 0, Level: 7, BBOX: [[6, 6], [0, 1]]
[(6, 0)]
[(6, 1)]
Split Node: 1 = 0, Level: 7, BBOX: [[7, 7], [0, 1]]
[(7, 0)]
[(7, 1)]
Split Node: 0 = 6, Level: 6, BBOX: [[6, 7], [2, 3]]
Split Node: 1 = 2, Level: 7, BBOX: [[6, 6], [2, 3]]
[(6, 2)]
[(6, 3)]
Split Node: 1 = 2, Level: 7, BBOX: [[7, 7], [2, 3]]
[(7, 2)]
[(7, 3)]
Split Node: 0 = 5, Level: 4, BBOX: [[4, 7], [4, 7]]
Split Node: 1 = 5, Level: 5, BBOX: [[4, 5], [4, 7]]
Split Node: 0 = 4, Level: 6, BBOX: [[4, 5], [4, 5]]
Split Node: 1 = 4, Level: 7, BBOX: [[4, 4], [4, 5]]
[(4, 4)]
[(4, 5)]
Split Node: 1 = 4, Level: 7, BBOX: [[5, 5], [4, 5]]
[(5, 4)]
[(5, 5)]
Split Node: 0 = 4, Level: 6, BBOX: [[4, 5], [6, 7]]
Split Node: 1 = 6, Level: 7, BBOX: [[4, 4], [6, 7]]
[(4, 6)]
[(4, 7)]
Split Node: 1 = 6, Level: 7, BBOX: [[5, 5], [6, 7]]
[(5, 6)]
[(5, 7)]
Split Node: 1 = 5, Level: 5, BBOX: [[6, 7], [4, 7]]
Split Node: 0 = 6, Level: 6, BBOX: [[6, 7], [4, 5]]
Split Node: 1 = 4, Level: 7, BBOX: [[6, 6], [4, 5]]
[(6, 4)]
[(6, 5)]
Split Node: 1 = 4, Level: 7, BBOX: [[7, 7], [4, 5]]
[(7, 4)]
[(7, 5)]
Split Node: 0 = 6, Level: 6, BBOX: [[6, 7], [6, 7]]
Split Node: 1 = 6, Level: 7, BBOX: [[6, 6], [6, 7]]
[(6, 6)]
[(6, 7)]
Split Node: 1 = 6, Level: 7, BBOX: [[7, 7], [6, 7]]
[(7, 6)]
[(7, 7)]
Split Node: 0 = 3, Level: 2, BBOX: [[0, 7], [8, 15]]
Split Node: 1 = 11, Level: 3, BBOX: [[0, 3], [8, 15]]
Split Node: 0 = 1, Level: 4, BBOX: [[0, 3], [8, 11]]
Split Node: 1 = 9, Level: 5, BBOX: [[0, 1], [8, 11]]
Split Node: 0 = 0, Level: 6, BBOX: [[0, 1], [8, 9]]
Split Node: 1 = 8, Level: 7, BBOX: [[0, 0], [8, 9]]
[(0, 8)]
[(0, 9)]
Split Node: 1 = 8, Level: 7, BBOX: [[1, 1], [8, 9]]
[(1, 8)]
[(1, 9)]
Split Node: 0 = 0, Level: 6, BBOX: [[0, 1], [10, 11]]
Split Node: 1 = 10, Level: 7, BBOX: [[0, 0], [10, 11]]
[(0, 10)]
[(0, 11)]
Split Node: 1 = 10, Level: 7, BBOX: [[1, 1], [10, 11]]
[(1, 10)]
[(1, 11)]
Split Node: 1 = 9, Level: 5, BBOX: [[2, 3], [8, 11]]
Split Node: 0 = 2, Level: 6, BBOX: [[2, 3], [8, 9]]
Split Node: 1 = 8, Level: 7, BBOX: [[2, 2], [8, 9]]
[(2, 8)]
[(2, 9)]
Split Node: 1 = 8, Level: 7, BBOX: [[3, 3], [8, 9]]
[(3, 8)]
[(3, 9)]
Split Node: 0 = 2, Level: 6, BBOX: [[2, 3], [10, 11]]
Split Node: 1 = 10, Level: 7, BBOX: [[2, 2], [10, 11]]
[(2, 10)]
[(2, 11)]
Split Node: 1 = 10, Level: 7, BBOX: [[3, 3], [10, 11]]
[(3, 10)]
[(3, 11)]
Split Node: 0 = 1, Level: 4, BBOX: [[0, 3], [12, 15]]
Split Node: 1 = 13, Level: 5, BBOX: [[0, 1], [12, 15]]
Split Node: 0 = 0, Level: 6, BBOX: [[0, 1], [12, 13]]
Split Node: 1 = 12, Level: 7, BBOX: [[0, 0], [12, 13]]
[(0, 12)]
[(0, 13)]
Split Node: 1 = 12, Level: 7, BBOX: [[1, 1], [12, 13]]
[(1, 12)]
[(1, 13)]
Split Node: 0 = 0, Level: 6, BBOX: [[0, 1], [14, 15]]
Split Node: 1 = 14, Level: 7, BBOX: [[0, 0], [14, 15]]
[(0, 14)]
[(0, 15)]
Split Node: 1 = 14, Level: 7, BBOX: [[1, 1], [14, 15]]
[(1, 14)]
[(1, 15)]
Split Node: 1 = 13, Level: 5, BBOX: [[2, 3], [12, 15]]
Split Node: 0 = 2, Level: 6, BBOX: [[2, 3], [12, 13]]
Split Node: 1 = 12, Level: 7, BBOX: [[2, 2], [12, 13]]
[(2, 12)]
[(2, 13)]
Split Node: 1 = 12, Level: 7, BBOX: [[3, 3], [12, 13]]
[(3, 12)]
[(3, 13)]
Split Node: 0 = 2, Level: 6, BBOX: [[2, 3], [14, 15]]
Split Node: 1 = 14, Level: 7, BBOX: [[2, 2], [14, 15]]
[(2, 14)]
[(2, 15)]
Split Node: 1 = 14, Level: 7, BBOX: [[3, 3], [14, 15]]
[(3, 14)]
[(3, 15)]
Split Node: 1 = 11, Level: 3, BBOX: [[4, 7], [8, 15]]
Split Node: 0 = 5, Level: 4, BBOX: [[4, 7], [8, 11]]
Split Node: 1 = 9, Level: 5, BBOX: [[4, 5], [8, 11]]
Split Node: 0 = 4, Level: 6, BBOX: [[4, 5], [8, 9]]
Split Node: 1 = 8, Level: 7, BBOX: [[4, 4], [8, 9]]
[(4, 8)]
[(4, 9)]
Split Node: 1 = 8, Level: 7, BBOX: [[5, 5], [8, 9]]
[(5, 8)]
[(5, 9)]
Split Node: 0 = 4, Level: 6, BBOX: [[4, 5], [10, 11]]
Split Node: 1 = 10, Level: 7, BBOX: [[4, 4], [10, 11]]
[(4, 10)]
[(4, 11)]
Split Node: 1 = 10, Level: 7, BBOX: [[5, 5], [10, 11]]
[(5, 10)]
[(5, 11)]
Split Node: 1 = 9, Level: 5, BBOX: [[6, 7], [8, 11]]
Split Node: 0 = 6, Level: 6, BBOX: [[6, 7], [8, 9]]
Split Node: 1 = 8, Level: 7, BBOX: [[6, 6], [8, 9]]
[(6, 8)]
[(6, 9)]
Split Node: 1 = 8, Level: 7, BBOX: [[7, 7], [8, 9]]
[(7, 8)]
[(7, 9)]
Split Node: 0 = 6, Level: 6, BBOX: [[6, 7], [10, 11]]
Split Node: 1 = 10, Level: 7, BBOX: [[6, 6], [10, 11]]
[(6, 10)]
[(6, 11)]
Split Node: 1 = 10, Level: 7, BBOX: [[7, 7], [10, 11]]
[(7, 10)]
[(7, 11)]
Split Node: 0 = 5, Level: 4, BBOX: [[4, 7], [12, 15]]
Split Node: 1 = 13, Level: 5, BBOX: [[4, 5], [12, 15]]
Split Node: 0 = 4, Level: 6, BBOX: [[4, 5], [12, 13]]
Split Node: 1 = 12, Level: 7, BBOX: [[4, 4], [12, 13]]
[(4, 12)]
[(4, 13)]
Split Node: 1 = 12, Level: 7, BBOX: [[5, 5], [12, 13]]
[(5, 12)]
[(5, 13)]
Split Node: 0 = 4, Level: 6, BBOX: [[4, 5], [14, 15]]
Split Node: 1 = 14, Level: 7, BBOX: [[4, 4], [14, 15]]
[(4, 14)]
[(4, 15)]
Split Node: 1 = 14, Level: 7, BBOX: [[5, 5], [14, 15]]
[(5, 14)]
[(5, 15)]
Split Node: 1 = 13, Level: 5, BBOX: [[6, 7], [12, 15]]
Split Node: 0 = 6, Level: 6, BBOX: [[6, 7], [12, 13]]
Split Node: 1 = 12, Level: 7, BBOX: [[6, 6], [12, 13]]
[(6, 12)]
[(6, 13)]
Split Node: 1 = 12, Level: 7, BBOX: [[7, 7], [12, 13]]
[(7, 12)]
[(7, 13)]
Split Node: 0 = 6, Level: 6, BBOX: [[6, 7], [14, 15]]
Split Node: 1 = 14, Level: 7, BBOX: [[6, 6], [14, 15]]
[(6, 14)]
[(6, 15)]
Split Node: 1 = 14, Level: 7, BBOX: [[7, 7], [14, 15]]
[(7, 14)]
[(7, 15)]
Split Node: 1 = 7, Level: 1, BBOX: [[8, 15], (0, 15)]
Split Node: 0 = 11, Level: 2, BBOX: [[8, 15], [0, 7]]
Split Node: 1 = 3, Level: 3, BBOX: [[8, 11], [0, 7]]
Split Node: 0 = 9, Level: 4, BBOX: [[8, 11], [0, 3]]
Split Node: 1 = 1, Level: 5, BBOX: [[8, 9], [0, 3]]
Split Node: 0 = 8, Level: 6, BBOX: [[8, 9], [0, 1]]
Split Node: 1 = 0, Level: 7, BBOX: [[8, 8], [0, 1]]
[(8, 0)]
[(8, 1)]
Split Node: 1 = 0, Level: 7, BBOX: [[9, 9], [0, 1]]
[(9, 0)]
[(9, 1)]
Split Node: 0 = 8, Level: 6, BBOX: [[8, 9], [2, 3]]
Split Node: 1 = 2, Level: 7, BBOX: [[8, 8], [2, 3]]
[(8, 2)]
[(8, 3)]
Split Node: 1 = 2, Level: 7, BBOX: [[9, 9], [2, 3]]
[(9, 2)]
[(9, 3)]
Split Node: 1 = 1, Level: 5, BBOX: [[10, 11], [0, 3]]
Split Node: 0 = 10, Level: 6, BBOX: [[10, 11], [0, 1]]
Split Node: 1 = 0, Level: 7, BBOX: [[10, 10], [0, 1]]
[(10, 0)]
[(10, 1)]
Split Node: 1 = 0, Level: 7, BBOX: [[11, 11], [0, 1]]
[(11, 0)]
[(11, 1)]
Split Node: 0 = 10, Level: 6, BBOX: [[10, 11], [2, 3]]
Split Node: 1 = 2, Level: 7, BBOX: [[10, 10], [2, 3]]
[(10, 2)]
[(10, 3)]
Split Node: 1 = 2, Level: 7, BBOX: [[11, 11], [2, 3]]
[(11, 2)]
[(11, 3)]
Split Node: 0 = 9, Level: 4, BBOX: [[8, 11], [4, 7]]
Split Node: 1 = 5, Level: 5, BBOX: [[8, 9], [4, 7]]
Split Node: 0 = 8, Level: 6, BBOX: [[8, 9], [4, 5]]
Split Node: 1 = 4, Level: 7, BBOX: [[8, 8], [4, 5]]
[(8, 4)]
[(8, 5)]
Split Node: 1 = 4, Level: 7, BBOX: [[9, 9], [4, 5]]
[(9, 4)]
[(9, 5)]
Split Node: 0 = 8, Level: 6, BBOX: [[8, 9], [6, 7]]
Split Node: 1 = 6, Level: 7, BBOX: [[8, 8], [6, 7]]
[(8, 6)]
[(8, 7)]
Split Node: 1 = 6, Level: 7, BBOX: [[9, 9], [6, 7]]
[(9, 6)]
[(9, 7)]
Split Node: 1 = 5, Level: 5, BBOX: [[10, 11], [4, 7]]
Split Node: 0 = 10, Level: 6, BBOX: [[10, 11], [4, 5]]
Split Node: 1 = 4, Level: 7, BBOX: [[10, 10], [4, 5]]
[(10, 4)]
[(10, 5)]
Split Node: 1 = 4, Level: 7, BBOX: [[11, 11], [4, 5]]
[(11, 4)]
[(11, 5)]
Split Node: 0 = 10, Level: 6, BBOX: [[10, 11], [6, 7]]
Split Node: 1 = 6, Level: 7, BBOX: [[10, 10], [6, 7]]
[(10, 6)]
[(10, 7)]
Split Node: 1 = 6, Level: 7, BBOX: [[11, 11], [6, 7]]
[(11, 6)]
[(11, 7)]
Split Node: 1 = 3, Level: 3, BBOX: [[12, 15], [0, 7]]
Split Node: 0 = 13, Level: 4, BBOX: [[12, 15], [0, 3]]
Split Node: 1 = 1, Level: 5, BBOX: [[12, 13], [0, 3]]
Split Node: 0 = 12, Level: 6, BBOX: [[12, 13], [0, 1]]
Split Node: 1 = 0, Level: 7, BBOX: [[12, 12], [0, 1]]
[(12, 0)]
[(12, 1)]
Split Node: 1 = 0, Level: 7, BBOX: [[13, 13], [0, 1]]
[(13, 0)]
[(13, 1)]
Split Node: 0 = 12, Level: 6, BBOX: [[12, 13], [2, 3]]
Split Node: 1 = 2, Level: 7, BBOX: [[12, 12], [2, 3]]
[(12, 2)]
[(12, 3)]
Split Node: 1 = 2, Level: 7, BBOX: [[13, 13], [2, 3]]
[(13, 2)]
[(13, 3)]
Split Node: 1 = 1, Level: 5, BBOX: [[14, 15], [0, 3]]
Split Node: 0 = 14, Level: 6, BBOX: [[14, 15], [0, 1]]
Split Node: 1 = 0, Level: 7, BBOX: [[14, 14], [0, 1]]
[(14, 0)]
[(14, 1)]
Split Node: 1 = 0, Level: 7, BBOX: [[15, 15], [0, 1]]
[(15, 0)]
[(15, 1)]
Split Node: 0 = 14, Level: 6, BBOX: [[14, 15], [2, 3]]
Split Node: 1 = 2, Level: 7, BBOX: [[14, 14], [2, 3]]
[(14, 2)]
[(14, 3)]
Split Node: 1 = 2, Level: 7, BBOX: [[15, 15], [2, 3]]
[(15, 2)]
[(15, 3)]
Split Node: 0 = 13, Level: 4, BBOX: [[12, 15], [4, 7]]
Split Node: 1 = 5, Level: 5, BBOX: [[12, 13], [4, 7]]
Split Node: 0 = 12, Level: 6, BBOX: [[12, 13], [4, 5]]
Split Node: 1 = 4, Level: 7, BBOX: [[12, 12], [4, 5]]
[(12, 4)]
[(12, 5)]
Split Node: 1 = 4, Level: 7, BBOX: [[13, 13], [4, 5]]
[(13, 4)]
[(13, 5)]
Split Node: 0 = 12, Level: 6, BBOX: [[12, 13], [6, 7]]
Split Node: 1 = 6, Level: 7, BBOX: [[12, 12], [6, 7]]
[(12, 6)]
[(12, 7)]
Split Node: 1 = 6, Level: 7, BBOX: [[13, 13], [6, 7]]
[(13, 6)]
[(13, 7)]
Split Node: 1 = 5, Level: 5, BBOX: [[14, 15], [4, 7]]
Split Node: 0 = 14, Level: 6, BBOX: [[14, 15], [4, 5]]
Split Node: 1 = 4, Level: 7, BBOX: [[14, 14], [4, 5]]
[(14, 4)]
[(14, 5)]
Split Node: 1 = 4, Level: 7, BBOX: [[15, 15], [4, 5]]
[(15, 4)]
[(15, 5)]
Split Node: 0 = 14, Level: 6, BBOX: [[14, 15], [6, 7]]
Split Node: 1 = 6, Level: 7, BBOX: [[14, 14], [6, 7]]
[(14, 6)]
[(14, 7)]
Split Node: 1 = 6, Level: 7, BBOX: [[15, 15], [6, 7]]
[(15, 6)]
[(15, 7)]
Split Node: 0 = 11, Level: 2, BBOX: [[8, 15], [8, 15]]
Split Node: 1 = 11, Level: 3, BBOX: [[8, 11], [8, 15]]
Split Node: 0 = 9, Level: 4, BBOX: [[8, 11], [8, 11]]
Split Node: 1 = 9, Level: 5, BBOX: [[8, 9], [8, 11]]
Split Node: 0 = 8, Level: 6, BBOX: [[8, 9], [8, 9]]
Split Node: 1 = 8, Level: 7, BBOX: [[8, 8], [8, 9]]
[(8, 8)]
[(8, 9)]
Split Node: 1 = 8, Level: 7, BBOX: [[9, 9], [8, 9]]
[(9, 8)]
[(9, 9)]
Split Node: 0 = 8, Level: 6, BBOX: [[8, 9], [10, 11]]
Split Node: 1 = 10, Level: 7, BBOX: [[8, 8], [10, 11]]
[(8, 10)]
[(8, 11)]
