SRC_random Query: Medium,Depth,BBoxes,Data Size
"[361356, 326834, 454587, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[263687, 220012, 356918, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[160045, 328878, 253276, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[21714, 133224, 114945, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[194732, 191828, 287963, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[176586, 97596, 269817, 190827]",1,"[69337, 9783, 474275, 219328]",309
"[228128, 107860, 321359, 201091]",1,"[69337, 9783, 474275, 219328]",309
"[215221, 35756, 308452, 128987]",1,"[69337, 9783, 474275, 219328]",309
"[23427, 148649, 116658, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[325395, 293279, 418626, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[120082, 164826, 213313, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[87651, 320654, 180882, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[14401, 218858, 107632, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[143232, 138067, 236463, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[18163, 29041, 111394, 122272]",0,"[8117, 9783, 474275, 219328]",617
"[329157, 101304, 422388, 194535]",1,"[69337, 9783, 474275, 219328]",309
"[245418, 320184, 338649, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[86260, 125634, 179491, 218865]",1,"[69337, 9783, 474275, 219328]",309
"[329549, 180270, 422780, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[163822, 351243, 257053, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[213281, 271192, 306512, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[373357, 49008, 466588, 142239]",1,"[69337, 9783, 474275, 219328]",309
"[277002, 257970, 370233, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[123508, 148631, 216739, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[146430, 25709, 239661, 118940]",1,"[69337, 9783, 474275, 219328]",309
"[199915, 310364, 293146, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[164243, 304505, 257474, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[141921, 130483, 235152, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[375563, 169103, 468794, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[182341, 283156, 275572, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[161371, 151740, 254602, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[206210, 262507, 299441, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[66849, 375064, 160080, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[48481, 226743, 141712, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[111469, 348603, 204700, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[100242, 367071, 193473, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[363987, 117595, 457218, 210826]",1,"[69337, 9783, 474275, 219328]",309
"[151870, 202894, 245101, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[349280, 282954, 442511, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[240109, 346857, 333340, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[239307, 376236, 332538, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[332372, 223142, 425603, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[118430, 292245, 211661, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[241203, 187456, 334434, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[57727, 121846, 150958, 215077]",0,"[8117, 9783, 474275, 219328]",617
"[330023, 258541, 423254, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[170580, 316229, 263811, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[63348, 19742, 156579, 112973]",0,"[8117, 9783, 474275, 219328]",617
"[24661, 45499, 117892, 138730]",0,"[8117, 9783, 474275, 219328]",617
"[364284, 373038, 457515, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[374768, 130793, 467999, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[298552, 229738, 391783, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[348758, 176270, 441989, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[271547, 57916, 364778, 151147]",1,"[69337, 9783, 474275, 219328]",309
"[55857, 261176, 149088, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[163079, 267899, 256310, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[252868, 39403, 346099, 132634]",1,"[69337, 9783, 474275, 219328]",309
"[170398, 292400, 263629, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[351847, 296430, 445078, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[256159, 202624, 349390, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[333614, 256634, 426845, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[74815, 356541, 168046, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[291045, 126872, 384276, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[341556, 34048, 434787, 127279]",1,"[69337, 9783, 474275, 219328]",309
"[243774, 305201, 337005, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[134162, 139181, 227393, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[318900, 126982, 412131, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[363591, 26262, 456822, 119493]",1,"[69337, 9783, 474275, 219328]",309
"[156769, 65645, 250000, 158876]",1,"[69337, 9783, 474275, 219328]",309
"[210534, 184751, 303765, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[226357, 189283, 319588, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[82861, 318241, 176092, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[209331, 247694, 302562, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[75673, 225566, 168904, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[91014, 129247, 184245, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[28048, 204024, 121279, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[249952, 352973, 343183, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[246119, 67696, 339350, 160927]",1,"[69337, 9783, 474275, 219328]",309
"[366691, 180780, 459922, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[144181, 321394, 237412, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[76223, 378448, 169454, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[164040, 27063, 257271, 120294]",1,"[69337, 9783, 474275, 219328]",309
"[110565, 282779, 203796, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[161409, 145152, 254640, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[132807, 50632, 226038, 143863]",1,"[69337, 9783, 474275, 219328]",309
"[248634, 67527, 341865, 160758]",1,"[69337, 9783, 474275, 219328]",309
"[286846, 263474, 380077, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[176396, 102596, 269627, 195827]",1,"[69337, 9783, 474275, 219328]",309
"[168463, 271990, 261694, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[62718, 9887, 155949, 103118]",0,"[8117, 9783, 474275, 219328]",617
"[114767, 123924, 207998, 217155]",1,"[69337, 9783, 474275, 219328]",309
"[198442, 290250, 291673, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[102030, 203686, 195261, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[182547, 129364, 275778, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[170634, 109821, 263865, 203052]",1,"[69337, 9783, 474275, 219328]",309
"[343891, 277604, 437122, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[36793, 361519, 130024, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[206553, 142660, 299784, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[159834, 211213, 253065, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[149352, 52285, 242583, 145516]",1,"[69337, 9783, 474275, 219328]",309
"[336509, 38336, 429740, 131567]",1,"[69337, 9783, 474275, 219328]",309
"[8333, 315186, 101564, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[77562, 127537, 170793, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[301920, 9783, 395151, 101764]",1,"[69337, 9783, 474275, 219328]",309
"[290887, 74971, 384118, 168202]",1,"[69337, 9783, 474275, 219328]",309
"[316443, 335602, 409674, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[159186, 355240, 252417, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[98508, 92266, 191739, 185497]",1,"[69337, 9783, 474275, 219328]",309
"[314352, 263120, 407583, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[27793, 352168, 121024, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[268613, 320463, 361844, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[171289, 298901, 264520, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[133236, 363922, 226467, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[365088, 195582, 458319, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[70933, 118283, 164164, 211514]",1,"[69337, 9783, 474275, 219328]",309
"[123789, 88585, 217020, 181816]",1,"[69337, 9783, 474275, 219328]",309
"[89358, 154750, 182589, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[278587, 258214, 371818, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[168581, 242420, 261812, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[162796, 109123, 256027, 202354]",1,"[69337, 9783, 474275, 219328]",309
"[188045, 116295, 281276, 209526]",1,"[69337, 9783, 474275, 219328]",309
"[78906, 250249, 172137, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[258846, 93758, 352077, 186989]",1,"[69337, 9783, 474275, 219328]",309
"[276574, 124806, 369805, 218037]",1,"[69337, 9783, 474275, 219328]",309
"[233798, 212153, 327029, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[153414, 122372, 246645, 215603]",1,"[69337, 9783, 474275, 219328]",309
"[190679, 348216, 283910, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[169046, 250525, 262277, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[363850, 77532, 457081, 170763]",1,"[69337, 9783, 474275, 219328]",309
"[374849, 234866, 468080, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[205663, 243483, 298894, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[222506, 118732, 315737, 211963]",1,"[69337, 9783, 474275, 219328]",309
"[330601, 34812, 423832, 128043]",1,"[69337, 9783, 474275, 219328]",309
"[142086, 306516, 235317, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[281839, 34443, 375070, 127674]",1,"[69337, 9783, 474275, 219328]",309
"[353142, 260618, 446373, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[310417, 32777, 403648, 126008]",1,"[69337, 9783, 474275, 219328]",309
"[224403, 334189, 317634, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[321319, 99428, 414550, 192659]",1,"[69337, 9783, 474275, 219328]",309
"[22680, 16128, 115911, 109359]",0,"[8117, 9783, 474275, 219328]",617
"[321094, 140248, 414325, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[100367, 44214, 193598, 137445]",1,"[69337, 9783, 474275, 219328]",309
"[24809, 151124, 118040, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[182379, 19830, 275610, 113061]",1,"[69337, 9783, 474275, 219328]",309
"[379555, 165004, 472786, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[213448, 61915, 306679, 155146]",1,"[69337, 9783, 474275, 219328]",309
"[206908, 221441, 300139, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[181507, 115911, 274738, 209142]",1,"[69337, 9783, 474275, 219328]",309
"[371758, 138522, 464989, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[94208, 324056, 187439, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[240593, 209835, 333824, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[172780, 245044, 266011, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[288557, 85699, 381788, 178930]",1,"[69337, 9783, 474275, 219328]",309
"[306594, 59251, 399825, 152482]",1,"[69337, 9783, 474275, 219328]",309
"[156211, 245421, 249442, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[333172, 68915, 426403, 162146]",1,"[69337, 9783, 474275, 219328]",309
"[79706, 167342, 172937, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[288465, 138301, 381696, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[350513, 270409, 443744, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[186875, 364254, 280106, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[223242, 308319, 316473, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[183952, 43565, 277183, 136796]",1,"[69337, 9783, 474275, 219328]",309
"[198579, 266454, 291810, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[15738, 66756, 108969, 159987]",0,"[8117, 9783, 474275, 219328]",617
"[85305, 79608, 178536, 172839]",1,"[69337, 9783, 474275, 219328]",309
"[356539, 142322, 449770, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[153085, 74747, 246316, 167978]",1,"[69337, 9783, 474275, 219328]",309
"[133619, 92982, 226850, 186213]",1,"[69337, 9783, 474275, 219328]",309
"[191179, 186980, 284410, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[366372, 270939, 459603, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[124359, 131246, 217590, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[317450, 31927, 410681, 125158]",1,"[69337, 9783, 474275, 219328]",309
"[277860, 358324, 371091, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[110307, 293524, 203538, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[264334, 203633, 357565, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[99404, 215037, 192635, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[253893, 267946, 347124, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[114673, 242694, 207904, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[294548, 209602, 387779, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[376546, 166486, 469777, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[127173, 71515, 220404, 164746]",1,"[69337, 9783, 474275, 219328]",309
"[278647, 250708, 371878, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[225547, 333758, 318778, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[150924, 173832, 244155, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[53194, 59278, 146425, 152509]",0,"[8117, 9783, 474275, 219328]",617
"[87051, 345588, 180282, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[126878, 267634, 220109, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[287739, 102429, 380970, 195660]",1,"[69337, 9783, 474275, 219328]",309
"[38923, 249134, 132154, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[105409, 284051, 198640, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[260149, 76001, 353380, 169232]",1,"[69337, 9783, 474275, 219328]",309
"[21741, 132916, 114972, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[106035, 111397, 199266, 204628]",1,"[69337, 9783, 474275, 219328]",309
"[322837, 24689, 416068, 117920]",1,"[69337, 9783, 474275, 219328]",309
"[186647, 191374, 279878, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[260343, 170470, 353574, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[180718, 304312, 273949, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[184240, 177492, 277471, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[52889, 166735, 146120, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[341297, 220441, 434528, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[46845, 369786, 140076, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[265015, 332129, 358246, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[343628, 174927, 436859, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[316948, 191900, 410179, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[234222, 57488, 327453, 150719]",1,"[69337, 9783, 474275, 219328]",309
"[71211, 367904, 164442, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[16459, 88510, 109690, 181741]",0,"[8117, 9783, 474275, 219328]",617
"[287428, 304518, 380659, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[200493, 135014, 293724, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[20935, 49613, 114166, 142844]",0,"[8117, 9783, 474275, 219328]",617
"[301559, 62207, 394790, 155438]",1,"[69337, 9783, 474275, 219328]",309
"[353273, 169180, 446504, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[231500, 209478, 324731, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[160663, 176925, 253894, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[258317, 39244, 351548, 132475]",1,"[69337, 9783, 474275, 219328]",309
"[131720, 151332, 224951, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[374714, 181227, 467945, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[225029, 179292, 318260, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[37564, 51237, 130795, 144468]",0,"[8117, 9783, 474275, 219328]",617
"[48935, 28606, 142166, 121837]",0,"[8117, 9783, 474275, 219328]",617
"[172327, 306832, 265558, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[78673, 35614, 171904, 128845]",1,"[69337, 9783, 474275, 219328]",309
"[166561, 318097, 259792, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[146706, 323115, 239937, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[125027, 351513, 218258, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[278643, 177080, 371874, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[297931, 120718, 391162, 213949]",1,"[69337, 9783, 474275, 219328]",309
"[116642, 80797, 209873, 174028]",1,"[69337, 9783, 474275, 219328]",309
"[331347, 242818, 424578, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[205770, 380634, 299001, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[89575, 50459, 182806, 143690]",1,"[69337, 9783, 474275, 219328]",309
"[146519, 205007, 239750, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[180052, 364136, 273283, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[180736, 161759, 273967, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[341615, 235887, 434846, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[181672, 347590, 274903, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[110273, 337972, 203504, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[17240, 347271, 110471, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[230230, 84083, 323461, 177314]",1,"[69337, 9783, 474275, 219328]",309
"[173113, 46644, 266344, 139875]",1,"[69337, 9783, 474275, 219328]",309
"[77293, 129345, 170524, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[285387, 75605, 378618, 168836]",1,"[69337, 9783, 474275, 219328]",309
"[261570, 171177, 354801, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[314818, 32377, 408049, 125608]",1,"[69337, 9783, 474275, 219328]",309
"[241539, 239454, 334770, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[290825, 85208, 384056, 178439]",1,"[69337, 9783, 474275, 219328]",309
"[349061, 271196, 442292, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[211507, 53017, 304738, 146248]",1,"[69337, 9783, 474275, 219328]",309
"[327566, 326530, 420797, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[132777, 247917, 226008, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[341537, 226575, 434768, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[294957, 179665, 388188, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[299910, 125861, 393141, 219092]",1,"[69337, 9783, 474275, 219328]",309
"[31210, 19096, 124441, 112327]",0,"[8117, 9783, 474275, 219328]",617
"[152319, 329001, 245550, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[218575, 370806, 311806, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[83870, 123049, 177101, 216280]",1,"[69337, 9783, 474275, 219328]",309
"[128497, 344620, 221728, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[333075, 225657, 426306, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[320289, 271827, 413520, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[99921, 84635, 193152, 177866]",1,"[69337, 9783, 474275, 219328]",309
"[357663, 34497, 450894, 127728]",1,"[69337, 9783, 474275, 219328]",309
"[134672, 59175, 227903, 152406]",1,"[69337, 9783, 474275, 219328]",309
"[315342, 10240, 408573, 103471]",1,"[69337, 9783, 474275, 219328]",309
"[133100, 314733, 226331, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[68510, 41453, 161741, 134684]",0,"[8117, 9783, 474275, 219328]",617
"[348422, 29799, 441653, 123030]",1,"[69337, 9783, 474275, 219328]",309
"[108788, 138000, 202019, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[88789, 122025, 182020, 215256]",1,"[69337, 9783, 474275, 219328]",309
"[184390, 221489, 277621, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[284796, 222203, 378027, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[51100, 201678, 144331, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[317096, 54305, 410327, 147536]",1,"[69337, 9783, 474275, 219328]",309
"[173170, 345705, 266401, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[211645, 72384, 304876, 165615]",1,"[69337, 9783, 474275, 219328]",309
"[275955, 178996, 369186, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[35420, 47347, 128651, 140578]",0,"[8117, 9783, 474275, 219328]",617
"[33606, 162266, 126837, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[164214, 380810, 257445, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[27032, 97119, 120263, 190350]",0,"[8117, 9783, 474275, 219328]",617
"[64534, 203848, 157765, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[193032, 157297, 286263, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[98070, 246133, 191301, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[352386, 231461, 445617, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[107503, 349090, 200734, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[135976, 57137, 229207, 150368]",1,"[69337, 9783, 474275, 219328]",309
"[72430, 225788, 165661, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[91496, 269184, 184727, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[317379, 278794, 410610, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[246027, 290832, 339258, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[372257, 283348, 465488, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[101619, 9783, 194850, 101360]",1,"[69337, 9783, 474275, 219328]",309
"[57298, 17259, 150529, 110490]",0,"[8117, 9783, 474275, 219328]",617
"[260266, 88714, 353497, 181945]",1,"[69337, 9783, 474275, 219328]",309
"[116607, 180220, 209838, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[307334, 34835, 400565, 128066]",1,"[69337, 9783, 474275, 219328]",309
"[53017, 272515, 146248, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[282034, 142094, 375265, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[75445, 144357, 168676, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[181766, 231225, 274997, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[70303, 213870, 163534, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[372393, 10328, 465624, 103559]",1,"[69337, 9783, 474275, 219328]",309
"[157454, 297717, 250685, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[368794, 165180, 462025, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[225981, 326906, 319212, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[174604, 267537, 267835, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[377593, 169139, 470824, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[36369, 17091, 129600, 110322]",0,"[8117, 9783, 474275, 219328]",617
"[266866, 75081, 360097, 168312]",1,"[69337, 9783, 474275, 219328]",309
"[72226, 354446, 165457, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[25193, 118279, 118424, 211510]",0,"[8117, 9783, 474275, 219328]",617
"[139272, 127141, 232503, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[70859, 337380, 164090, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[280178, 125131, 373409, 218362]",1,"[69337, 9783, 474275, 219328]",309
"[108041, 272487, 201272, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[162938, 235226, 256169, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[162614, 250547, 255845, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[258851, 332932, 352082, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[308223, 227477, 401454, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[120180, 114973, 213411, 208204]",1,"[69337, 9783, 474275, 219328]",309
"[363540, 10451, 456771, 103682]",1,"[69337, 9783, 474275, 219328]",309
"[378116, 121352, 471347, 214583]",1,"[69337, 9783, 474275, 219328]",309
"[200080, 95170, 293311, 188401]",1,"[69337, 9783, 474275, 219328]",309
"[169340, 122074, 262571, 215305]",1,"[69337, 9783, 474275, 219328]",309
"[25653, 300359, 118884, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[236251, 222393, 329482, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[291667, 185980, 384898, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[119854, 75809, 213085, 169040]",1,"[69337, 9783, 474275, 219328]",309
"[161850, 53963, 255081, 147194]",1,"[69337, 9783, 474275, 219328]",309
"[76094, 39123, 169325, 132354]",1,"[69337, 9783, 474275, 219328]",309
"[181606, 34494, 274837, 127725]",1,"[69337, 9783, 474275, 219328]",309
"[75968, 351007, 169199, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[43113, 286458, 136344, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[65754, 66362, 158985, 159593]",0,"[8117, 9783, 474275, 219328]",617
"[32704, 70548, 125935, 163779]",0,"[8117, 9783, 474275, 219328]",617
"[85116, 205823, 178347, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[330109, 168062, 423340, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[24060, 239386, 117291, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[61822, 108076, 155053, 201307]",0,"[8117, 9783, 474275, 219328]",617
"[326441, 327231, 419672, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[275072, 303014, 368303, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[14576, 130421, 107807, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[94544, 12328, 187775, 105559]",1,"[69337, 9783, 474275, 219328]",309
"[308367, 237545, 401598, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[146659, 160560, 239890, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[320259, 324138, 413490, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[103103, 275782, 196334, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[321914, 214341, 415145, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[173482, 63292, 266713, 156523]",1,"[69337, 9783, 474275, 219328]",309
