SRC_random Query: Medium,Depth,BBoxes,Data Size
"[26, 5, 38, 17]",3,"[24, 0, 40, 32]",512
"[16, 12, 28, 24]",4,"[16, 8, 32, 24]",256
"[46, 20, 58, 32]",2,"[32, 16, 64, 48]",1024
"[11, 7, 23, 19]",3,"[8, 0, 24, 32]",512
"[11, 51, 23, 63]",4,"[8, 48, 24, 64]",256
"[44, 23, 56, 35]",3,"[40, 16, 56, 48]",512
"[1, 14, 13, 26]",3,"[0, 0, 16, 32]",512
"[2, 0, 14, 12]",4,"[0, 0, 16, 16]",256
"[24, 34, 36, 46]",4,"[24, 32, 40, 48]",256
"[0, 8, 12, 20]",4,"[0, 8, 16, 24]",256
"[7, 52, 19, 64]",2,"[0, 32, 32, 64]",1024
"[38, 38, 50, 50]",2,"[32, 32, 64, 64]",1024
"[12, 5, 24, 17]",3,"[8, 0, 24, 32]",512
"[47, 29, 59, 41]",2,"[32, 16, 64, 48]",1024
"[12, 0, 24, 12]",4,"[8, 0, 24, 16]",256
"[33, 39, 45, 51]",3,"[32, 32, 48, 64]",512
"[26, 4, 38, 16]",4,"[24, 0, 40, 16]",256
"[34, 11, 46, 23]",4,"[32, 8, 48, 24]",256
"[14, 14, 26, 26]",2,"[0, 0, 32, 32]",1024
"[26, 24, 38, 36]",4,"[24, 24, 40, 40]",256
"[30, 51, 42, 63]",2,"[16, 32, 48, 64]",1024
"[0, 27, 12, 39]",4,"[0, 24, 16, 40]",256
"[13, 24, 25, 36]",2,"[0, 16, 32, 48]",1024
"[48, 2, 60, 14]",4,"[48, 0, 64, 16]",256
"[39, 17, 51, 29]",2,"[32, 16, 64, 48]",1024
"[1, 37, 13, 49]",3,"[0, 32, 16, 64]",512
"[22, 45, 34, 57]",2,"[16, 32, 48, 64]",1024
"[23, 52, 35, 64]",2,"[16, 32, 48, 64]",1024
"[21, 43, 33, 55]",2,"[16, 32, 48, 64]",1024
"[29, 41, 41, 53]",2,"[16, 32, 48, 64]",1024
"[8, 38, 20, 50]",3,"[8, 32, 24, 64]",512
"[33, 5, 45, 17]",3,"[32, 0, 48, 32]",512
"[16, 6, 28, 18]",3,"[16, 0, 32, 32]",512
"[45, 6, 57, 18]",2,"[32, 0, 64, 32]",1024
"[17, 1, 29, 13]",4,"[16, 0, 32, 16]",256
"[44, 9, 56, 21]",4,"[40, 8, 56, 24]",256
"[39, 49, 51, 61]",2,"[32, 32, 64, 64]",1024
"[42, 8, 54, 20]",4,"[40, 8, 56, 24]",256
"[24, 13, 36, 25]",3,"[24, 0, 40, 32]",512
"[36, 42, 48, 54]",4,"[32, 40, 48, 56]",256
"[20, 12, 32, 24]",4,"[16, 8, 32, 24]",256
"[26, 32, 38, 44]",4,"[24, 32, 40, 48]",256
"[32, 7, 44, 19]",3,"[32, 0, 48, 32]",512
"[35, 6, 47, 18]",3,"[32, 0, 48, 32]",512
"[44, 30, 56, 42]",3,"[40, 16, 56, 48]",512
"[7, 32, 19, 44]",2,"[0, 16, 32, 48]",1024
"[28, 30, 40, 42]",3,"[24, 16, 40, 48]",512
"[11, 29, 23, 41]",3,"[8, 16, 24, 48]",512
"[35, 21, 47, 33]",3,"[32, 16, 48, 48]",512
"[8, 26, 20, 38]",4,"[8, 24, 24, 40]",256
"[16, 24, 28, 36]",4,"[16, 24, 32, 40]",256
"[5, 36, 17, 48]",2,"[0, 32, 32, 64]",1024
"[32, 21, 44, 33]",3,"[32, 16, 48, 48]",512
"[52, 52, 64, 64]",4,"[48, 48, 64, 64]",256
"[14, 29, 26, 41]",2,"[0, 16, 32, 48]",1024
"[15, 22, 27, 34]",2,"[0, 16, 32, 48]",1024
"[30, 49, 42, 61]",2,"[16, 32, 48, 64]",1024
"[26, 1, 38, 13]",4,"[24, 0, 40, 16]",256
"[28, 46, 40, 58]",3,"[24, 32, 40, 64]",512
"[0, 35, 12, 47]",4,"[0, 32, 16, 48]",256
"[25, 48, 37, 60]",4,"[24, 48, 40, 64]",256
"[49, 28, 61, 40]",4,"[48, 24, 64, 40]",256
"[14, 27, 26, 39]",2,"[0, 16, 32, 48]",1024
"[15, 16, 27, 28]",2,"[0, 0, 32, 32]",1024
"[30, 30, 42, 42]",2,"[16, 16, 48, 48]",1024
"[9, 14, 21, 26]",3,"[8, 0, 24, 32]",512
"[28, 18, 40, 30]",4,"[24, 16, 40, 32]",256
"[23, 41, 35, 53]",2,"[16, 32, 48, 64]",1024
"[31, 38, 43, 50]",2,"[16, 32, 48, 64]",1024
"[9, 33, 21, 45]",4,"[8, 32, 24, 48]",256
"[43, 5, 55, 17]",3,"[40, 0, 56, 32]",512
"[12, 19, 24, 31]",4,"[8, 16, 24, 32]",256
"[33, 40, 45, 52]",4,"[32, 40, 48, 56]",256
"[43, 7, 55, 19]",3,"[40, 0, 56, 32]",512
"[3, 9, 15, 21]",4,"[0, 8, 16, 24]",256
"[21, 2, 33, 14]",2,"[16, 0, 48, 32]",1024
"[21, 39, 33, 51]",2,"[16, 32, 48, 64]",1024
"[51, 10, 63, 22]",4,"[48, 8, 64, 24]",256
"[49, 29, 61, 41]",3,"[48, 16, 64, 48]",512
"[24, 43, 36, 55]",4,"[24, 40, 40, 56]",256
"[12, 26, 24, 38]",4,"[8, 24, 24, 40]",256
"[31, 12, 43, 24]",2,"[16, 0, 48, 32]",1024
"[10, 25, 22, 37]",4,"[8, 24, 24, 40]",256
"[3, 50, 15, 62]",4,"[0, 48, 16, 64]",256
"[51, 49, 63, 61]",4,"[48, 48, 64, 64]",256
"[21, 48, 33, 60]",2,"[16, 32, 48, 64]",1024
"[43, 33, 55, 45]",4,"[40, 32, 56, 48]",256
"[12, 46, 24, 58]",3,"[8, 32, 24, 64]",512
"[20, 11, 32, 23]",4,"[16, 8, 32, 24]",256
"[33, 34, 45, 46]",4,"[32, 32, 48, 48]",256
"[45, 38, 57, 50]",2,"[32, 32, 64, 64]",1024
"[37, 27, 49, 39]",2,"[32, 16, 64, 48]",1024
"[9, 40, 21, 52]",4,"[8, 40, 24, 56]",256
"[44, 39, 56, 51]",3,"[40, 32, 56, 64]",512
"[31, 42, 43, 54]",2,"[16, 32, 48, 64]",1024
"[36, 13, 48, 25]",3,"[32, 0, 48, 32]",512
"[38, 28, 50, 40]",2,"[32, 16, 64, 48]",1024
"[2, 15, 14, 27]",3,"[0, 0, 16, 32]",512
"[31, 38, 43, 50]",2,"[16, 32, 48, 64]",1024
"[20, 35, 32, 47]",4,"[16, 32, 32, 48]",256
"[46, 12, 58, 24]",2,"[32, 0, 64, 32]",1024
"[0, 2, 12, 14]",4,"[0, 0, 16, 16]",256
"[3, 8, 15, 20]",4,"[0, 8, 16, 24]",256
"[15, 28, 27, 40]",2,"[0, 16, 32, 48]",1024
"[43, 39, 55, 51]",3,"[40, 32, 56, 64]",512
"[14, 42, 26, 54]",2,"[0, 32, 32, 64]",1024
"[43, 6, 55, 18]",3,"[40, 0, 56, 32]",512
"[48, 33, 60, 45]",4,"[48, 32, 64, 48]",256
"[27, 41, 39, 53]",4,"[24, 40, 40, 56]",256
"[40, 18, 52, 30]",4,"[40, 16, 56, 32]",256
"[43, 21, 55, 33]",3,"[40, 16, 56, 48]",512
"[31, 43, 43, 55]",2,"[16, 32, 48, 64]",1024
"[12, 10, 24, 22]",4,"[8, 8, 24, 24]",256
"[23, 35, 35, 47]",2,"[16, 16, 48, 48]",1024
"[22, 45, 34, 57]",2,"[16, 32, 48, 64]",1024
"[28, 25, 40, 37]",4,"[24, 24, 40, 40]",256
"[28, 42, 40, 54]",4,"[24, 40, 40, 56]",256
"[20, 29, 32, 41]",3,"[16, 16, 32, 48]",512
"[4, 9, 16, 21]",4,"[0, 8, 16, 24]",256
"[14, 48, 26, 60]",2,"[0, 32, 32, 64]",1024
"[7, 48, 19, 60]",2,"[0, 32, 32, 64]",1024
"[9, 25, 21, 37]",4,"[8, 24, 24, 40]",256
"[29, 45, 41, 57]",2,"[16, 32, 48, 64]",1024
"[34, 13, 46, 25]",3,"[32, 0, 48, 32]",512
"[23, 45, 35, 57]",2,"[16, 32, 48, 64]",1024
"[2, 1, 14, 13]",4,"[0, 0, 16, 16]",256
"[25, 13, 37, 25]",3,"[24, 0, 40, 32]",512
"[5, 26, 17, 38]",2,"[0, 16, 32, 48]",1024
"[37, 36, 49, 48]",2,"[32, 16, 64, 48]",1024
"[50, 26, 62, 38]",4,"[48, 24, 64, 40]",256
"[34, 13, 46, 25]",3,"[32, 0, 48, 32]",512
"[40, 0, 52, 12]",4,"[40, 0, 56, 16]",256
"[42, 8, 54, 20]",4,"[40, 8, 56, 24]",256
"[33, 41, 45, 53]",4,"[32, 40, 48, 56]",256
"[31, 19, 43, 31]",2,"[16, 0, 48, 32]",1024
"[24, 34, 36, 46]",4,"[24, 32, 40, 48]",256
"[34, 4, 46, 16]",4,"[32, 0, 48, 16]",256
"[5, 38, 17, 50]",2,"[0, 32, 32, 64]",1024
"[46, 31, 58, 43]",2,"[32, 16, 64, 48]",1024
"[48, 0, 60, 12]",4,"[48, 0, 64, 16]",256
"[13, 26, 25, 38]",2,"[0, 16, 32, 48]",1024
"[39, 48, 51, 60]",2,"[32, 32, 64, 64]",1024
"[23, 19, 35, 31]",2,"[16, 0, 48, 32]",1024
"[5, 47, 17, 59]",2,"[0, 32, 32, 64]",1024
"[1, 49, 13, 61]",4,"[0, 48, 16, 64]",256
"[51, 15, 63, 27]",3,"[48, 0, 64, 32]",512
"[39, 1, 51, 13]",2,"[32, 0, 64, 32]",1024
"[37, 32, 49, 44]",2,"[32, 32, 64, 64]",1024
"[23, 9, 35, 21]",2,"[16, 0, 48, 32]",1024
"[29, 16, 41, 28]",2,"[16, 0, 48, 32]",1024
"[7, 37, 19, 49]",2,"[0, 32, 32, 64]",1024
"[28, 17, 40, 29]",4,"[24, 16, 40, 32]",256
"[14, 24, 26, 36]",2,"[0, 16, 32, 48]",1024
"[24, 47, 36, 59]",3,"[24, 32, 40, 64]",512
"[32, 21, 44, 33]",3,"[32, 16, 48, 48]",512
"[14, 52, 26, 64]",2,"[0, 32, 32, 64]",1024
"[37, 16, 49, 28]",2,"[32, 16, 64, 48]",1024
"[5, 2, 17, 14]",2,"[0, 0, 32, 32]",1024
"[9, 20, 21, 32]",4,"[8, 16, 24, 32]",256
"[40, 37, 52, 49]",3,"[40, 32, 56, 64]",512
"[36, 31, 48, 43]",3,"[32, 16, 48, 48]",512
"[4, 33, 16, 45]",4,"[0, 32, 16, 48]",256
"[30, 27, 42, 39]",2,"[16, 16, 48, 48]",1024
"[20, 24, 32, 36]",4,"[16, 24, 32, 40]",256
"[46, 1, 58, 13]",2,"[32, 0, 64, 32]",1024
"[7, 27, 19, 39]",2,"[0, 16, 32, 48]",1024
"[38, 42, 50, 54]",2,"[32, 32, 64, 64]",1024
"[8, 48, 20, 60]",4,"[8, 48, 24, 64]",256
"[9, 1, 21, 13]",4,"[8, 0, 24, 16]",256
"[7, 45, 19, 57]",2,"[0, 32, 32, 64]",1024
"[27, 15, 39, 27]",3,"[24, 0, 40, 32]",512
"[2, 40, 14, 52]",4,"[0, 40, 16, 56]",256
"[17, 16, 29, 28]",4,"[16, 16, 32, 32]",256
"[24, 7, 36, 19]",3,"[24, 0, 40, 32]",512
"[22, 18, 34, 30]",2,"[16, 16, 48, 48]",1024
"[23, 39, 35, 51]",2,"[16, 32, 48, 64]",1024
"[51, 40, 63, 52]",4,"[48, 40, 64, 56]",256
"[12, 47, 24, 59]",3,"[8, 32, 24, 64]",512
"[52, 34, 64, 46]",4,"[48, 32, 64, 48]",256
"[34, 3, 46, 15]",4,"[32, 0, 48, 16]",256
"[21, 32, 33, 44]",2,"[16, 16, 48, 48]",1024
"[35, 0, 47, 12]",4,"[32, 0, 48, 16]",256
"[10, 31, 22, 43]",3,"[8, 16, 24, 48]",512
"[52, 1, 64, 13]",4,"[48, 0, 64, 16]",256
"[40, 16, 52, 28]",4,"[40, 16, 56, 32]",256
"[21, 8, 33, 20]",2,"[16, 0, 48, 32]",1024
"[22, 6, 34, 18]",2,"[16, 0, 48, 32]",1024
"[39, 35, 51, 47]",2,"[32, 32, 64, 64]",1024
"[26, 50, 38, 62]",4,"[24, 48, 40, 64]",256
"[48, 4, 60, 16]",4,"[48, 0, 64, 16]",256
"[16, 36, 28, 48]",4,"[16, 32, 32, 48]",256
"[6, 33, 18, 45]",2,"[0, 32, 32, 64]",1024
"[4, 37, 16, 49]",3,"[0, 32, 16, 64]",512
"[8, 31, 20, 43]",3,"[8, 16, 24, 48]",512
"[2, 33, 14, 45]",4,"[0, 32, 16, 48]",256
"[50, 14, 62, 26]",3,"[48, 0, 64, 32]",512
"[22, 6, 34, 18]",2,"[16, 0, 48, 32]",1024
"[35, 45, 47, 57]",3,"[32, 32, 48, 64]",512
"[13, 11, 25, 23]",2,"[0, 0, 32, 32]",1024
"[44, 42, 56, 54]",4,"[40, 40, 56, 56]",256
"[14, 25, 26, 37]",2,"[0, 16, 32, 48]",1024
"[12, 38, 24, 50]",3,"[8, 32, 24, 64]",512
"[44, 47, 56, 59]",3,"[40, 32, 56, 64]",512
"[28, 22, 40, 34]",3,"[24, 16, 40, 48]",512
"[10, 17, 22, 29]",4,"[8, 16, 24, 32]",256
"[46, 22, 58, 34]",2,"[32, 16, 64, 48]",1024
"[35, 12, 47, 24]",4,"[32, 8, 48, 24]",256
"[13, 29, 25, 41]",2,"[0, 16, 32, 48]",1024
"[20, 8, 32, 20]",4,"[16, 8, 32, 24]",256
"[17, 35, 29, 47]",4,"[16, 32, 32, 48]",256
"[42, 49, 54, 61]",4,"[40, 48, 56, 64]",256
"[49, 0, 61, 12]",4,"[48, 0, 64, 16]",256
"[5, 42, 17, 54]",2,"[0, 32, 32, 64]",1024
"[52, 20, 64, 32]",4,"[48, 16, 64, 32]",256
"[19, 45, 31, 57]",3,"[16, 32, 32, 64]",512
"[50, 20, 62, 32]",4,"[48, 16, 64, 32]",256
"[2, 5, 14, 17]",3,"[0, 0, 16, 32]",512
"[39, 0, 51, 12]",2,"[32, 0, 64, 32]",1024
"[18, 51, 30, 63]",4,"[16, 48, 32, 64]",256
"[7, 10, 19, 22]",2,"[0, 0, 32, 32]",1024
"[45, 17, 57, 29]",2,"[32, 16, 64, 48]",1024
"[12, 32, 24, 44]",4,"[8, 32, 24, 48]",256
"[35, 22, 47, 34]",3,"[32, 16, 48, 48]",512
"[28, 5, 40, 17]",3,"[24, 0, 40, 32]",512
"[26, 32, 38, 44]",4,"[24, 32, 40, 48]",256
"[34, 26, 46, 38]",4,"[32, 24, 48, 40]",256
"[7, 5, 19, 17]",2,"[0, 0, 32, 32]",1024
"[37, 29, 49, 41]",2,"[32, 16, 64, 48]",1024
"[20, 11, 32, 23]",4,"[16, 8, 32, 24]",256
"[18, 15, 30, 27]",3,"[16, 0, 32, 32]",512
"[40, 27, 52, 39]",4,"[40, 24, 56, 40]",256
"[43, 44, 55, 56]",4,"[40, 40, 56, 56]",256
"[18, 2, 30, 14]",4,"[16, 0, 32, 16]",256
"[1, 0, 13, 12]",4,"[0, 0, 16, 16]",256
"[40, 17, 52, 29]",4,"[40, 16, 56, 32]",256
"[4, 42, 16, 54]",4,"[0, 40, 16, 56]",256
"[20, 20, 32, 32]",4,"[16, 16, 32, 32]",256
"[35, 41, 47, 53]",4,"[32, 40, 48, 56]",256
"[18, 3, 30, 15]",4,"[16, 0, 32, 16]",256
"[50, 45, 62, 57]",3,"[48, 32, 64, 64]",512
"[15, 44, 27, 56]",2,"[0, 32, 32, 64]",1024
"[33, 8, 45, 20]",4,"[32, 8, 48, 24]",256
"[16, 38, 28, 50]",3,"[16, 32, 32, 64]",512
"[3, 50, 15, 62]",4,"[0, 48, 16, 64]",256
"[24, 26, 36, 38]",4,"[24, 24, 40, 40]",256
"[17, 37, 29, 49]",3,"[16, 32, 32, 64]",512
"[14, 16, 26, 28]",2,"[0, 16, 32, 48]",1024
"[20, 51, 32, 63]",4,"[16, 48, 32, 64]",256
"[34, 31, 46, 43]",3,"[32, 16, 48, 48]",512
"[28, 45, 40, 57]",3,"[24, 32, 40, 64]",512
"[7, 27, 19, 39]",2,"[0, 16, 32, 48]",1024
"[23, 10, 35, 22]",2,"[16, 0, 48, 32]",1024
"[33, 3, 45, 15]",4,"[32, 0, 48, 16]",256
"[14, 45, 26, 57]",2,"[0, 32, 32, 64]",1024
"[51, 30, 63, 42]",3,"[48, 16, 64, 48]",512
"[24, 1, 36, 13]",4,"[24, 0, 40, 16]",256
"[15, 5, 27, 17]",2,"[0, 0, 32, 32]",1024
"[19, 6, 31, 18]",3,"[16, 0, 32, 32]",512
"[52, 11, 64, 23]",4,"[48, 8, 64, 24]",256
"[8, 28, 20, 40]",4,"[8, 24, 24, 40]",256
"[0, 48, 12, 60]",4,"[0, 48, 16, 64]",256
"[23, 33, 35, 45]",2,"[16, 32, 48, 64]",1024
"[26, 7, 38, 19]",3,"[24, 0, 40, 32]",512
"[33, 15, 45, 27]",3,"[32, 0, 48, 32]",512
"[31, 18, 43, 30]",2,"[16, 16, 48, 48]",1024
"[17, 25, 29, 37]",4,"[16, 24, 32, 40]",256
"[27, 30, 39, 42]",3,"[24, 16, 40, 48]",512
"[44, 3, 56, 15]",4,"[40, 0, 56, 16]",256
"[10, 45, 22, 57]",3,"[8, 32, 24, 64]",512
"[33, 22, 45, 34]",3,"[32, 16, 48, 48]",512
"[12, 15, 24, 27]",3,"[8, 0, 24, 32]",512
"[9, 14, 21, 26]",3,"[8, 0, 24, 32]",512
"[51, 19, 63, 31]",4,"[48, 16, 64, 32]",256
"[50, 9, 62, 21]",4,"[48, 8, 64, 24]",256
"[11, 35, 23, 47]",4,"[8, 32, 24, 48]",256
"[16, 34, 28, 46]",4,"[16, 32, 32, 48]",256
"[1, 11, 13, 23]",4,"[0, 8, 16, 24]",256
"[14, 52, 26, 64]",2,"[0, 32, 32, 64]",1024
"[46, 26, 58, 38]",2,"[32, 16, 64, 48]",1024
"[45, 10, 57, 22]",2,"[32, 0, 64, 32]",1024
"[15, 48, 27, 60]",2,"[0, 32, 32, 64]",1024
"[35, 8, 47, 20]",4,"[32, 8, 48, 24]",256
"[37, 43, 49, 55]",2,"[32, 32, 64, 64]",1024
"[10, 47, 22, 59]",3,"[8, 32, 24, 64]",512
"[15, 33, 27, 45]",2,"[0, 32, 32, 64]",1024
"[49, 19, 61, 31]",4,"[48, 16, 64, 32]",256
"[51, 50, 63, 62]",4,"[48, 48, 64, 64]",256
"[45, 47, 57, 59]",2,"[32, 32, 64, 64]",1024
"[1, 46, 13, 58]",3,"[0, 32, 16, 64]",512
"[29, 50, 41, 62]",2,"[16, 32, 48, 64]",1024
"[12, 3, 24, 15]",4,"[8, 0, 24, 16]",256
"[26, 10, 38, 22]",4,"[24, 8, 40, 24]",256
"[24, 32, 36, 44]",4,"[24, 32, 40, 48]",256
"[24, 13, 36, 25]",3,"[24, 0, 40, 32]",512
"[24, 34, 36, 46]",4,"[24, 32, 40, 48]",256
"[33, 31, 45, 43]",3,"[32, 16, 48, 48]",512
"[6, 8, 18, 20]",2,"[0, 0, 32, 32]",1024
"[5, 34, 17, 46]",2,"[0, 16, 32, 48]",1024
"[0, 52, 12, 64]",4,"[0, 48, 16, 64]",256
"[5, 0, 17, 12]",2,"[0, 0, 32, 32]",1024
"[47, 15, 59, 27]",2,"[32, 0, 64, 32]",1024
"[47, 25, 59, 37]",2,"[32, 16, 64, 48]",1024
"[28, 43, 40, 55]",4,"[24, 40, 40, 56]",256
"[17, 26, 29, 38]",4,"[16, 24, 32, 40]",256
"[22, 42, 34, 54]",2,"[16, 32, 48, 64]",1024
"[25, 16, 37, 28]",4,"[24, 16, 40, 32]",256
"[46, 4, 58, 16]",2,"[32, 0, 64, 32]",1024
"[48, 10, 60, 22]",4,"[48, 8, 64, 24]",256
"[37, 15, 49, 27]",2,"[32, 0, 64, 32]",1024
"[47, 13, 59, 25]",2,"[32, 0, 64, 32]",1024
"[2, 48, 14, 60]",4,"[0, 48, 16, 64]",256
"[3, 32, 15, 44]",4,"[0, 32, 16, 48]",256
"[51, 4, 63, 16]",4,"[48, 0, 64, 16]",256
"[44, 28, 56, 40]",4,"[40, 24, 56, 40]",256
"[15, 28, 27, 40]",2,"[0, 16, 32, 48]",1024
"[45, 49, 57, 61]",2,"[32, 32, 64, 64]",1024
"[48, 42, 60, 54]",4,"[48, 40, 64, 56]",256
"[8, 38, 20, 50]",3,"[8, 32, 24, 64]",512
"[40, 32, 52, 44]",4,"[40, 32, 56, 48]",256
"[18, 0, 30, 12]",4,"[16, 0, 32, 16]",256
"[38, 9, 50, 21]",2,"[32, 0, 64, 32]",1024
"[22, 42, 34, 54]",2,"[16, 32, 48, 64]",1024
"[22, 23, 34, 35]",2,"[16, 16, 48, 48]",1024
"[19, 32, 31, 44]",4,"[16, 32, 32, 48]",256
"[41, 44, 53, 56]",4,"[40, 40, 56, 56]",256
"[16, 8, 28, 20]",4,"[16, 8, 32, 24]",256
"[1, 30, 13, 42]",3,"[0, 16, 16, 48]",512
"[51, 46, 63, 58]",3,"[48, 32, 64, 64]",512
"[12, 38, 24, 50]",3,"[8, 32, 24, 64]",512
"[25, 21, 37, 33]",3,"[24, 16, 40, 48]",512
"[30, 19, 42, 31]",2,"[16, 0, 48, 32]",1024
"[28, 8, 40, 20]",4,"[24, 8, 40, 24]",256
"[30, 52, 42, 64]",2,"[16, 32, 48, 64]",1024
"[18, 51, 30, 63]",4,"[16, 48, 32, 64]",256
"[44, 21, 56, 33]",3,"[40, 16, 56, 48]",512
"[22, 40, 34, 52]",2,"[16, 32, 48, 64]",1024
"[38, 24, 50, 36]",2,"[32, 16, 64, 48]",1024
"[25, 37, 37, 49]",3,"[24, 32, 40, 64]",512
"[25, 44, 37, 56]",4,"[24, 40, 40, 56]",256
"[32, 19, 44, 31]",4,"[32, 16, 48, 32]",256
"[43, 52, 55, 64]",4,"[40, 48, 56, 64]",256
"[48, 36, 60, 48]",4,"[48, 32, 64, 48]",256
"[15, 12, 27, 24]",2,"[0, 0, 32, 32]",1024
"[27, 13, 39, 25]",3,"[24, 0, 40, 32]",512
"[16, 32, 28, 44]",4,"[16, 32, 32, 48]",256
"[10, 32, 22, 44]",4,"[8, 32, 24, 48]",256
"[8, 51, 20, 63]",4,"[8, 48, 24, 64]",256
"[38, 33, 50, 45]",2,"[32, 16, 64, 48]",1024
"[48, 34, 60, 46]",4,"[48, 32, 64, 48]",256
"[49, 32, 61, 44]",4,"[48, 32, 64, 48]",256
"[52, 41, 64, 53]",4,"[48, 40, 64, 56]",256
"[30, 21, 42, 33]",2,"[16, 16, 48, 48]",1024
"[16, 27, 28, 39]",4,"[16, 24, 32, 40]",256
"[19, 29, 31, 41]",3,"[16, 16, 32, 48]",512
"[41, 33, 53, 45]",4,"[40, 32, 56, 48]",256
"[3, 50, 15, 62]",4,"[0, 48, 16, 64]",256
"[46, 12, 58, 24]",2,"[32, 0, 64, 32]",1024
"[16, 29, 28, 41]",3,"[16, 16, 32, 48]",512
"[44, 4, 56, 16]",4,"[40, 0, 56, 16]",256
"[1, 12, 13, 24]",4,"[0, 8, 16, 24]",256
"[38, 6, 50, 18]",2,"[32, 0, 64, 32]",1024
"[16, 50, 28, 62]",4,"[16, 48, 32, 64]",256
"[0, 52, 12, 64]",4,"[0, 48, 16, 64]",256
"[13, 11, 25, 23]",2,"[0, 0, 32, 32]",1024
"[39, 11, 51, 23]",2,"[32, 0, 64, 32]",1024
"[42, 23, 54, 35]",3,"[40, 16, 56, 48]",512
"[39, 51, 51, 63]",2,"[32, 32, 64, 64]",1024
"[17, 0, 29, 12]",4,"[16, 0, 32, 16]",256
"[43, 42, 55, 54]",4,"[40, 40, 56, 56]",256
"[1, 1, 13, 13]",4,"[0, 0, 16, 16]",256
"[38, 10, 50, 22]",2,"[32, 0, 64, 32]",1024
"[19, 52, 31, 64]",4,"[16, 48, 32, 64]",256
"[15, 25, 27, 37]",2,"[0, 16, 32, 48]",1024
"[52, 31, 64, 43]",3,"[48, 16, 64, 48]",512
"[47, 23, 59, 35]",2,"[32, 16, 64, 48]",1024
"[22, 5, 34, 17]",2,"[16, 0, 48, 32]",1024
"[37, 27, 49, 39]",2,"[32, 16, 64, 48]",1024
"[50, 7, 62, 19]",3,"[48, 0, 64, 32]",512
"[44, 1, 56, 13]",4,"[40, 0, 56, 16]",256
"[49, 11, 61, 23]",4,"[48, 8, 64, 24]",256
"[0, 38, 12, 50]",3,"[0, 32, 16, 64]",512
"[34, 17, 46, 29]",4,"[32, 16, 48, 32]",256
"[22, 47, 34, 59]",2,"[16, 32, 48, 64]",1024
"[13, 24, 25, 36]",2,"[0, 16, 32, 48]",1024
"[12, 20, 24, 32]",4,"[8, 16, 24, 32]",256
"[11, 50, 23, 62]",4,"[8, 48, 24, 64]",256
"[11, 31, 23, 43]",3,"[8, 16, 24, 48]",512
"[42, 9, 54, 21]",4,"[40, 8, 56, 24]",256
"[39, 37, 51, 49]",2,"[32, 32, 64, 64]",1024
"[32, 26, 44, 38]",4,"[32, 24, 48, 40]",256
"[37, 40, 49, 52]",2,"[32, 32, 64, 64]",1024
"[14, 0, 26, 12]",2,"[0, 0, 32, 32]",1024
"[3, 27, 15, 39]",4,"[0, 24, 16, 40]",256
"[38, 2, 50, 14]",2,"[32, 0, 64, 32]",1024
"[41, 41, 53, 53]",4,"[40, 40, 56, 56]",256
"[41, 8, 53, 20]",4,"[40, 8, 56, 24]",256
"[32, 5, 44, 17]",3,"[32, 0, 48, 32]",512
"[26, 19, 38, 31]",4,"[24, 16, 40, 32]",256
"[21, 40, 33, 52]",2,"[16, 32, 48, 64]",1024
"[40, 52, 52, 64]",4,"[40, 48, 56, 64]",256
"[39, 12, 51, 24]",2,"[32, 0, 64, 32]",1024
"[45, 3, 57, 15]",2,"[32, 0, 64, 32]",1024
"[21, 8, 33, 20]",2,"[16, 0, 48, 32]",1024
"[20, 42, 32, 54]",4,"[16, 40, 32, 56]",256
"[47, 17, 59, 29]",2,"[32, 0, 64, 32]",1024
"[31, 30, 43, 42]",2,"[16, 16, 48, 48]",1024
"[38, 21, 50, 33]",2,"[32, 16, 64, 48]",1024
"[17, 41, 29, 53]",4,"[16, 40, 32, 56]",256
"[4, 29, 16, 41]",3,"[0, 16, 16, 48]",512
"[51, 48, 63, 60]",4,"[48, 48, 64, 64]",256
"[10, 6, 22, 18]",3,"[8, 0, 24, 32]",512
"[32, 16, 44, 28]",4,"[32, 16, 48, 32]",256
"[35, 45, 47, 57]",3,"[32, 32, 48, 64]",512
"[25, 38, 37, 50]",3,"[24, 32, 40, 64]",512
"[28, 26, 40, 38]",4,"[24, 24, 40, 40]",256
"[42, 10, 54, 22]",4,"[40, 8, 56, 24]",256
"[38, 26, 50, 38]",2,"[32, 16, 64, 48]",1024
"[49, 8, 61, 20]",4,"[48, 8, 64, 24]",256
"[43, 42, 55, 54]",4,"[40, 40, 56, 56]",256
"[52, 49, 64, 61]",4,"[48, 48, 64, 64]",256
"[50, 7, 62, 19]",3,"[48, 0, 64, 32]",512
"[37, 49, 49, 61]",2,"[32, 32, 64, 64]",1024
"[7, 11, 19, 23]",2,"[0, 0, 32, 32]",1024
"[47, 30, 59, 42]",2,"[32, 16, 64, 48]",1024
"[18, 43, 30, 55]",4,"[16, 40, 32, 56]",256
"[46, 6, 58, 18]",2,"[32, 0, 64, 32]",1024
"[43, 48, 55, 60]",4,"[40, 48, 56, 64]",256
"[27, 16, 39, 28]",4,"[24, 16, 40, 32]",256
"[17, 50, 29, 62]",4,"[16, 48, 32, 64]",256
"[7, 40, 19, 52]",2,"[0, 32, 32, 64]",1024
"[22, 32, 34, 44]",2,"[16, 32, 48, 64]",1024
